start_date,end_date,centroid_date,highest_temperature,duration,NERC_ID,spatial_coverage
1981-07-11,1981-07-16,1981-07-12,308.636540084388,6,NERC18,52.3206751054852
1983-07-12,1983-07-24,1983-07-19,307.658080168776,13,NERC18,46.6244725738397
1983-07-28,1983-07-31,1983-07-29,304.801012658228,4,NERC18,44.0928270042194
1983-08-02,1983-08-08,1983-08-03,306.69805907173,7,NERC18,51.6877637130802
1983-08-15,1983-08-21,1983-08-16,308.241540084388,7,NERC18,41.1392405063291
1983-08-25,1983-08-30,1983-08-25,307.159789029536,6,NERC18,55.0632911392405
1986-07-15,1986-07-20,1986-07-17,305.696793248945,6,NERC18,55.0632911392405
1987-07-16,1987-08-03,1987-07-31,309.455506329114,19,NERC18,51.6877637130802
1988-06-18,1988-06-25,1988-06-21,311.140084388186,8,NERC18,50.6329113924051
1988-07-04,1988-07-09,1988-07-06,309.96135021097,6,NERC18,51.6877637130802
1988-07-28,1988-08-04,1988-07-31,312.121582278481,8,NERC18,52.7426160337553
1989-08-01,1989-08-05,1989-08-04,310.159135021097,5,NERC18,38.1856540084388
1990-06-27,1990-06-30,1990-06-27,304.908902953587,4,NERC18,46.6244725738397
1991-06-25,1991-07-01,1991-06-26,306.052616033755,7,NERC18,54.2194092827004
1991-07-16,1991-07-22,1991-07-17,307.198691983122,7,NERC18,56.5400843881857
1995-07-11,1995-07-17,1995-07-13,308.562827004219,7,NERC18,58.4388185654009
1996-06-26,1996-06-30,1996-06-28,305.345443037975,5,NERC18,42.6160337552743
1997-07-24,1997-07-28,1997-07-26,306.901708860759,5,NERC18,46.4135021097046
1999-07-03,1999-07-06,1999-07-04,305.449556962025,4,NERC18,48.3122362869198
1999-07-14,1999-07-31,1999-07-29,309.146033755274,18,NERC18,50.8438818565401
2000-07-07,2000-07-13,2000-07-09,306.315843881857,7,NERC18,50.210970464135
2001-07-07,2001-07-10,2001-07-08,305.690675105485,4,NERC18,41.3502109704641
2001-07-16,2001-07-26,2001-07-22,307.360443037975,11,NERC18,44.5147679324895
2001-07-27,2001-08-09,2001-08-07,308.669324894515,14,NERC18,50.42194092827
2002-06-22,2002-06-26,2002-06-24,306.142995780591,5,NERC18,57.5949367088608
2002-06-28,2002-07-10,2002-06-30,308.934050632911,13,NERC18,60.337552742616
2005-07-20,2005-07-25,2005-07-24,309.334008438819,6,NERC18,51.2658227848101
