start_date,end_date,centroid_date,highest_temperature,duration,NERC_ID,spatial_coverage
1980-05-28,1980-05-29,1980-05-28,301.438897285728,2,NERC18,49.789029535865
1980-06-23,1980-06-27,1980-06-26,305.591218076343,5,NERC18,85.6540084388186
1980-07-04,1980-07-05,1980-07-04,304.680655921879,2,NERC18,33.7552742616034
1980-07-07,1980-07-16,1980-07-11,308.831649747108,10,NERC18,94.9367088607595
1980-07-18,1980-07-20,1980-07-19,304.963001854491,3,NERC18,56.1181434599156
1980-08-07,1980-08-08,1980-08-07,307.600583800174,2,NERC18,71.3080168776371
1980-08-19,1980-08-20,1980-08-19,307.861581089337,2,NERC18,78.2700421940928
1980-08-24,1980-08-25,1980-08-25,306.767081270363,2,NERC18,55.4852320675106
1980-09-07,1980-09-08,1980-09-08,306.417272479525,2,NERC18,52.5316455696203
1981-06-13,1981-06-14,1981-06-13,303.44698637919,2,NERC18,55.4852320675106
1981-06-28,1981-06-29,1981-06-28,304.739111492986,2,NERC18,52.9535864978903
1981-07-03,1981-07-08,1981-07-08,307.375983763036,6,NERC18,95.1476793248945
1981-07-11,1981-07-15,1981-07-12,308.934455978822,5,NERC18,95.5696202531646
1981-07-17,1981-07-20,1981-07-17,304.598921019809,4,NERC18,67.9324894514768
1981-07-31,1981-08-06,1981-07-31,305.696755073631,7,NERC18,82.7004219409283
1982-07-03,1982-07-06,1982-07-04,305.30854916355,4,NERC18,81.4345991561182
1982-07-13,1982-07-17,1982-07-16,305.476810541122,5,NERC18,93.8818565400844
1982-07-20,1982-07-27,1982-07-20,305.549048677573,8,NERC18,87.9746835443038
1982-08-01,1982-08-07,1982-08-02,306.42536368022,7,NERC18,85.8649789029536
1982-08-15,1982-08-20,1982-08-19,304.398912179168,6,NERC18,82.2784810126582
1983-06-20,1983-06-26,1983-06-24,304.256294257283,7,NERC18,89.662447257384
1983-07-01,1983-07-03,1983-07-02,304.128030207305,3,NERC18,69.620253164557
1983-07-08,1983-07-11,1983-07-10,305.977911341849,4,NERC18,90.7172995780591
1983-07-13,1983-07-23,1983-07-19,307.740887221658,11,NERC18,99.367088607595
1983-07-27,1983-07-31,1983-07-29,304.86274457155,5,NERC18,95.3586497890296
1983-08-02,1983-08-08,1983-08-03,306.852573354356,7,NERC18,94.9367088607595
1983-08-14,1983-08-22,1983-08-16,308.453282516501,9,NERC18,95.3586497890296
1983-08-24,1983-08-30,1983-08-25,307.359315855319,7,NERC18,96.6244725738397
1983-09-02,1983-09-04,1983-09-02,308.456954683564,3,NERC18,68.1434599156118
1983-09-09,1983-09-10,1983-09-09,305.997471602322,2,NERC18,64.1350210970464
1984-06-16,1984-06-17,1984-06-17,300.277056561759,2,NERC18,56.5400843881857
1984-06-21,1984-06-23,1984-06-22,302.396651309709,3,NERC18,56.7510548523207
1984-07-09,1984-07-10,1984-07-09,304.471132189462,2,NERC18,77.4261603375528
1984-07-13,1984-07-14,1984-07-13,304.742498350918,2,NERC18,50
1984-07-21,1984-07-23,1984-07-22,305.904992208344,3,NERC18,82.7004219409283
1984-08-01,1984-08-08,1984-08-06,306.71169420116,8,NERC18,97.4683544303798
1984-08-26,1984-08-28,1984-08-28,310.07580158723,3,NERC18,75.7383966244726
1985-07-07,1985-07-09,1985-07-07,307.568460496398,3,NERC18,87.1308016877637
1985-07-13,1985-07-14,1985-07-13,305.431410265205,2,NERC18,43.4599156118143
1985-07-18,1985-07-19,1985-07-18,303.039322928135,2,NERC18,51.0548523206751
1985-09-05,1985-09-06,1985-09-06,305.428480935246,2,NERC18,60.5485232067511
1986-06-19,1986-06-22,1986-06-19,304.630339659476,4,NERC18,81.6455696202532
1986-06-26,1986-06-28,1986-06-26,304.086082445989,3,NERC18,73.6286919831224
1986-07-04,1986-07-05,1986-07-04,305.506832014338,2,NERC18,78.6919831223629
1986-07-10,1986-07-11,1986-07-10,299.539117132608,2,NERC18,36.7088607594937
1986-07-15,1986-07-19,1986-07-18,305.752135938874,5,NERC18,95.7805907172996
1986-07-23,1986-07-25,1986-07-24,304.768898129569,3,NERC18,86.9198312236287
1986-07-27,1986-07-30,1986-07-29,304.878585049324,4,NERC18,68.5654008438819
1987-06-12,1987-06-23,1987-06-14,306.055815519005,12,NERC18,90.5063291139241
1987-07-06,1987-07-11,1987-07-10,305.709088512106,6,NERC18,81.2236286919831
1987-07-17,1987-08-03,1987-07-31,309.790775895369,18,NERC18,98.1012658227848
1987-08-14,1987-08-16,1987-08-15,306.74565556014,3,NERC18,74.4725738396625
1988-05-30,1988-06-01,1988-05-30,302.734438371196,3,NERC18,80.5907172995781
1988-06-13,1988-06-14,1988-06-13,304.228429343741,2,NERC18,44.7257383966245
1988-06-19,1988-06-25,1988-06-21,311.418338828602,7,NERC18,96.4135021097047
1988-07-05,1988-07-09,1988-07-06,310.222470193242,5,NERC18,97.8902953586498
1988-07-13,1988-07-17,1988-07-15,311.088440039867,5,NERC18,78.4810126582278
1988-07-28,1988-08-04,1988-07-31,312.368588427454,8,NERC18,95.5696202531646
1988-08-07,1988-08-08,1988-08-07,310.44063962282,2,NERC18,40.7172995780591
1988-08-10,1988-08-18,1988-08-16,313.043559097721,9,NERC18,93.0379746835443
1989-06-20,1989-06-21,1989-06-20,306.310594625513,2,NERC18,53.3755274261603
1989-07-02,1989-07-06,1989-07-05,309.131164071931,5,NERC18,78.2700421940928
1989-07-08,1989-07-12,1989-07-09,311.28199948412,5,NERC18,85.6540084388186
1989-07-25,1989-07-27,1989-07-27,307.110846011326,3,NERC18,86.9198312236287
1989-07-29,1989-08-05,1989-08-04,310.475473523602,8,NERC18,98.1012658227848
1990-06-11,1990-06-13,1990-06-12,303.351885088874,3,NERC18,61.8143459915612
1990-06-26,1990-07-04,1990-07-03,309.872286603721,9,NERC18,96.4135021097047
1990-07-07,1990-07-09,1990-07-08,304.335186853999,3,NERC18,66.0337552742616
1990-07-17,1990-07-19,1990-07-17,304.430446561182,3,NERC18,54.4303797468355
1990-07-26,1990-07-29,1990-07-28,302.650834233543,4,NERC18,89.873417721519
1990-08-17,1990-08-18,1990-08-17,305.247740008765,2,NERC18,75.1054852320675
1990-08-23,1990-08-28,1990-08-27,307.280290248684,6,NERC18,81.0126582278481
1990-09-03,1990-09-06,1990-09-05,306.931025410396,4,NERC18,65.4008438818566
1991-05-22,1991-05-23,1991-05-22,300.691154274357,2,NERC18,65.6118143459916
1991-05-29,1991-06-03,1991-05-31,300.791672307325,6,NERC18,69.620253164557
1991-06-13,1991-06-15,1991-06-13,302.681320283603,3,NERC18,79.535864978903
1991-06-25,1991-07-01,1991-06-26,306.202812996385,7,NERC18,88.8185654008439
1991-07-06,1991-07-07,1991-07-06,304.948675822826,2,NERC18,51.4767932489452
1991-07-11,1991-07-12,1991-07-11,300.575986270075,2,NERC18,38.1856540084388
1991-07-16,1991-07-22,1991-07-17,307.288717620763,7,NERC18,98.3122362869198
1991-08-25,1991-08-30,1991-08-25,308.935687288589,6,NERC18,96.6244725738397
1991-09-08,1991-09-09,1991-09-08,301.924879227648,2,NERC18,64.7679324894515
1991-09-14,1991-09-15,1991-09-15,300.457993756944,2,NERC18,41.9831223628692
1992-07-07,1992-07-08,1992-07-07,302.202917415114,2,NERC18,49.3670886075949
1992-08-08,1992-08-10,1992-08-09,305.974521903791,3,NERC18,72.5738396624473
1993-06-22,1993-06-23,1993-06-22,301.877558766074,2,NERC18,43.2489451476793
1993-07-03,1993-07-04,1993-07-03,302.258982326806,2,NERC18,48.1012658227848
1993-07-17,1993-07-18,1993-07-18,299.778971443386,2,NERC18,50.210970464135
1993-07-24,1993-07-25,1993-07-24,300.118544922877,2,NERC18,48.7341772151899
1993-08-09,1993-08-12,1993-08-10,303.955822435645,4,NERC18,85.8649789029536
1993-08-14,1993-08-19,1993-08-17,302.336733085181,6,NERC18,72.9957805907173
1993-08-25,1993-08-26,1993-08-25,303.750965334992,2,NERC18,54.6413502109705
1994-06-14,1994-06-23,1994-06-14,305.456393378135,10,NERC18,82.4894514767933
1994-07-04,1994-07-07,1994-07-05,304.530912989629,4,NERC18,79.746835443038
1994-08-25,1994-08-27,1994-08-27,306.936811257579,3,NERC18,57.8059071729958
1994-09-13,1994-09-15,1994-09-14,303.887767411757,3,NERC18,61.1814345991561
1995-06-15,1995-06-24,1995-06-17,304.562267978336,10,NERC18,97.8902953586498
1995-07-09,1995-07-16,1995-07-13,308.682256480979,8,NERC18,97.6793248945148
1995-08-03,1995-08-14,1995-08-08,306.411257727415,12,NERC18,96.6244725738397
1995-08-16,1995-08-18,1995-08-18,306.31459348169,3,NERC18,91.7721518987342
1995-08-23,1995-08-30,1995-08-30,305.570641113265,8,NERC18,78.6919831223629
1996-06-15,1996-06-16,1996-06-15,301.663095034041,2,NERC18,53.1645569620253
1996-06-26,1996-06-30,1996-06-28,305.433169275771,5,NERC18,97.2573839662447
1996-07-17,1996-07-19,1996-07-18,305.242575231719,3,NERC18,88.6075949367089
1996-08-03,1996-08-07,1996-08-06,305.939945035365,5,NERC18,91.5611814345992
1997-06-20,1997-06-24,1997-06-23,304.048265320631,5,NERC18,85.4430379746836
1997-06-28,1997-07-01,1997-06-28,304.678919582401,4,NERC18,83.3333333333333
1997-07-11,1997-07-14,1997-07-13,304.653947542876,4,NERC18,91.5611814345992
1997-07-16,1997-07-22,1997-07-16,307.301531628411,7,NERC18,96.6244725738397
1997-07-24,1997-07-28,1997-07-26,307.074961973156,5,NERC18,95.1476793248945
1997-08-02,1997-08-04,1997-08-02,305.644384082709,3,NERC18,74.8945147679325
1998-06-24,1998-06-28,1998-06-26,304.549816076474,5,NERC18,77.2151898734177
1998-07-02,1998-07-15,1998-07-14,305.634289029765,14,NERC18,97.8902953586498
1998-07-18,1998-07-21,1998-07-20,307.818346138262,4,NERC18,84.3881856540084
1998-08-09,1998-08-10,1998-08-09,304.384086666442,2,NERC18,33.9662447257384
1998-08-19,1998-08-23,1998-08-23,305.940209463477,5,NERC18,79.1139240506329
1998-08-27,1998-08-28,1998-08-28,303.201422303752,2,NERC18,36.2869198312236
1999-06-05,1999-06-06,1999-06-05,303.216738672306,2,NERC18,64.7679324894515
1999-06-08,1999-06-10,1999-06-08,303.373853808354,3,NERC18,66.6666666666667
1999-06-22,1999-06-23,1999-06-22,301.833182257461,2,NERC18,60.9704641350211
1999-06-25,1999-06-26,1999-06-25,303.558941149831,2,NERC18,61.6033755274262
1999-07-03,1999-07-05,1999-07-04,305.548349993438,3,NERC18,83.7552742616034
1999-07-14,1999-07-16,1999-07-15,304.495328591355,3,NERC18,82.7004219409283
1999-07-18,1999-07-31,1999-07-29,309.225325436361,14,NERC18,98.1012658227848
1999-08-11,1999-08-12,1999-08-11,302.698165108325,2,NERC18,38.6075949367089
1999-08-26,1999-08-28,1999-08-27,306.140071918211,3,NERC18,64.5569620253165
2000-06-08,2000-06-10,2000-06-08,306.819314791701,3,NERC18,61.6033755274262
2000-06-23,2000-06-24,2000-06-23,302.752546491175,2,NERC18,36.4978902953587
2000-07-02,2000-07-16,2000-07-08,306.518740046275,15,NERC18,91.5611814345992
2000-07-31,2000-08-01,2000-08-01,306.384439820302,2,NERC18,33.1223628691983
2000-08-05,2000-08-06,2000-08-05,304.980185157866,2,NERC18,37.5527426160338
2000-08-10,2000-08-15,2000-08-14,309.814537601371,6,NERC18,76.1603375527426
2001-06-13,2001-06-14,2001-06-13,300.714689089971,2,NERC18,48.5232067510549
2001-06-25,2001-06-30,2001-06-25,304.969308541016,6,NERC18,87.1308016877637
