start_date,end_date,centroid_date,highest_temperature,duration,NERC_ID,spatial_coverage,inter_event_recovery_interval_days
2021-08-15,2021-08-20,2021-08-17,306.70694092827,6,NERC18,84.5991561181435,3.0
2021-08-23,2021-08-29,2021-08-24,306.888080168776,7,NERC18,77.4261603375528,288.0
2022-06-13,2022-06-14,2022-06-14,304.725485232068,2,NERC18,59.2827004219409,5.0
2022-06-19,2022-06-21,2022-06-20,306.531772151899,3,NERC18,86.4978902953587,2.0
2022-06-23,2022-06-24,2022-06-23,304.701983122363,2,NERC18,77.6371308016878,10.0
2022-07-04,2022-07-11,2022-07-10,305.337447257384,8,NERC18,78.6919831223629,3.0
2022-07-14,2022-07-24,2022-07-18,307.943080168776,11,NERC18,96.8354430379747,7.0
2022-07-31,2022-08-06,2022-08-02,308.806371308017,7,NERC18,79.535864978903,4.0
2022-08-10,2022-08-14,2022-08-10,304.939113924051,5,NERC18,58.6497890295359,8.0
2022-08-22,2022-08-24,2022-08-23,304.442911392405,3,NERC18,58.2278481012658,3.0
2022-08-27,2022-08-29,2022-08-28,305.646561181435,3,NERC18,54.2194092827004,2.0
2022-08-31,2022-09-02,2022-09-01,307.049345991561,3,NERC18,80.379746835443,5.0
2022-09-07,2022-09-08,2022-09-08,307.434240506329,2,NERC18,55.6962025316456,265.0
2023-05-31,2023-06-06,2023-06-03,302.265042194093,7,NERC18,86.4978902953587,13.0
2023-06-19,2023-06-22,2023-06-19,303.973945147679,4,NERC18,82.4894514767933,7.0
2023-06-29,2023-06-30,2023-06-29,302.994662447257,2,NERC18,59.0717299578059,2.0
2023-07-02,2023-07-04,2023-07-03,304.747447257384,3,NERC18,81.6455696202532,19.0
2023-07-23,2023-07-29,2023-07-27,309.146772151899,7,NERC18,96.4135021097047,2.0
2023-07-31,2023-08-05,2023-08-03,304.967278481013,6,NERC18,91.3502109704641,6.0
2023-08-11,2023-08-12,2023-08-11,304.50447257384,2,NERC18,51.2658227848101,7.0
2023-08-19,2023-08-25,2023-08-23,310.966898734177,7,NERC18,89.2405063291139,7.0
