start_date,end_date,centroid_date,highest_temperature,duration,NERC_ID,spatial_coverage
1980-06-21,1980-08-14,1980-07-18,308.081620091242,55,NERC18,33.7552742616034
1980-08-18,1980-08-26,1980-08-19,307.354624843105,9,NERC18,50.42194092827
1980-09-03,1980-09-09,1980-09-08,305.951230810619,7,NERC18,55.2742616033755
1981-06-23,1981-07-25,1981-07-12,308.412511249988,33,NERC18,54.4303797468355
1981-07-30,1981-08-09,1981-07-31,304.561822754763,11,NERC18,64.7679324894515
1981-08-11,1981-08-16,1981-08-12,305.1747350105,6,NERC18,60.5485232067511
1982-07-03,1982-07-07,1982-07-05,304.962726703987,5,NERC18,51.8987341772152
1982-07-12,1982-07-26,1982-07-16,304.939576127826,15,NERC18,63.5021097046414
1982-07-29,1982-08-08,1982-08-03,305.649571141623,11,NERC18,58.2278481012658
1983-06-20,1983-06-27,1983-06-25,304.191764628135,8,NERC18,43.6708860759494
1983-06-30,1983-07-04,1983-07-02,304.037475141806,5,NERC18,48.5232067510549
1983-07-06,1983-09-10,1983-07-21,307.917532019077,67,NERC18,21.3080168776371
1984-07-08,1984-07-15,1984-07-14,304.263491098779,8,NERC18,59.2827004219409
1984-07-21,1984-07-26,1984-07-22,305.44362705546,6,NERC18,45.7805907172996
1984-08-05,1984-08-22,1984-08-06,306.202424872159,18,NERC18,51.0548523206751
1984-08-25,1984-09-01,1984-08-28,309.825407514821,8,NERC18,42.1940928270042
1985-07-06,1985-07-23,1985-07-07,306.473076067541,18,NERC18,52.3206751054852
1985-08-05,1985-08-10,1985-08-09,304.791868009203,6,NERC18,49.3670886075949
1986-06-18,1986-06-23,1986-06-19,304.613436056561,6,NERC18,52.9535864978903
1986-07-12,1986-08-01,1986-07-18,306.125934448707,21,NERC18,44.5147679324895
1986-08-15,1986-08-17,1986-08-16,304.645767830682,3,NERC18,42.4050632911392
1987-06-11,1987-06-25,1987-06-14,306.560273833243,15,NERC18,59.2827004219409
1987-07-01,1987-07-12,1987-07-10,306.190144727134,12,NERC18,53.7974683544304
1987-07-15,1987-08-22,1987-07-31,309.030592832979,39,NERC18,40.5063291139241
1988-05-27,1988-06-02,1988-05-28,303.606835730805,7,NERC18,47.0464135021097
1988-06-03,1988-06-08,1988-06-07,305.334694324979,6,NERC18,48.7341772151899
1988-06-10,1988-06-30,1988-06-21,311.496611977903,21,NERC18,30.8016877637131
1988-07-02,1988-08-27,1988-08-16,313.872344143572,57,NERC18,38.6075949367089
1988-08-30,1988-09-03,1988-08-31,305.37854881093,5,NERC18,59.493670886076
1988-09-07,1988-09-12,1988-09-11,305.229853626808,6,NERC18,54.6413502109705
1989-06-17,1989-08-06,1989-07-12,311.040994071383,51,NERC18,5.90717299578059
1989-08-09,1989-08-18,1989-08-11,303.987074908252,10,NERC18,71.5189873417722
1989-08-21,1989-08-27,1989-08-22,305.038805989606,7,NERC18,63.0801687763713
1990-06-24,1990-07-10,1990-07-03,309.289273117747,17,NERC18,41.5611814345992
1990-08-14,1990-08-18,1990-08-17,303.434600320018,5,NERC18,42.4050632911392
1990-08-22,1990-09-14,1990-08-27,306.576198256525,24,NERC18,52.3206751054852
1991-06-24,1991-07-02,1991-06-26,306.228623894641,9,NERC18,53.5864978902954
1991-07-05,1991-07-08,1991-07-07,304.193538038573,4,NERC18,53.1645569620253
1991-07-10,1991-07-24,1991-07-18,306.343626672482,15,NERC18,49.3670886075949
1991-07-30,1991-08-02,1991-08-01,303.695459624822,4,NERC18,55.2742616033755
1991-08-20,1991-09-03,1991-08-26,307.802619899192,15,NERC18,68.3544303797468
1992-08-08,1992-08-10,1992-08-09,305.700673791103,3,NERC18,72.1518987341772
1993-08-23,1993-08-27,1993-08-25,303.879613827488,5,NERC18,44.0928270042194
1994-06-12,1994-06-22,1994-06-14,305.569292141915,11,NERC18,48.9451476793249
1994-07-04,1994-07-07,1994-07-05,305.011729489562,4,NERC18,55.4852320675106
1994-08-21,1994-08-29,1994-08-27,306.230468093695,9,NERC18,46.8354430379747
1994-09-08,1994-09-15,1994-09-14,303.622849472865,8,NERC18,54.6413502109705
1995-06-13,1995-06-25,1995-06-17,304.413874597927,13,NERC18,22.5738396624473
1995-07-08,1995-09-06,1995-07-13,309.46449813217,61,NERC18,13.5021097046414
1996-06-26,1996-07-04,1996-06-28,305.254903128627,9,NERC18,58.0168776371308
1996-07-16,1996-07-20,1996-07-18,304.937698142474,5,NERC18,52.7426160337553
1996-08-05,1996-08-09,1996-08-06,305.76280599048,5,NERC18,46.4135021097046
1996-08-29,1996-09-07,1996-09-04,304.164941765776,10,NERC18,40.9282700421941
1997-06-22,1997-06-25,1997-06-23,304.314919186896,4,NERC18,49.789029535865
1997-07-09,1997-07-21,1997-07-16,306.851727585897,13,NERC18,52.1097046413502
1997-07-23,1997-07-29,1997-07-26,307.118999651265,7,NERC18,52.9535864978903
1998-06-23,1998-07-03,1998-06-27,304.722607967608,11,NERC18,55.0632911392405
1998-07-05,1998-07-22,1998-07-20,306.909828275389,18,NERC18,48.1012658227848
1998-08-16,1998-09-07,1998-08-27,306.315277073901,23,NERC18,53.5864978902954
1998-09-10,1998-09-15,1998-09-11,305.299020582839,6,NERC18,53.7974683544304
1999-07-02,1999-07-09,1999-07-04,306.07885919303,8,NERC18,60.5485232067511
1999-07-11,1999-08-12,1999-07-27,309.263445306672,33,NERC18,10.5485232067511
1999-08-25,1999-08-29,1999-08-27,305.120194361499,5,NERC18,58.0168776371308
1999-08-31,1999-09-04,1999-09-02,304.057576860599,5,NERC18,40.5063291139241
2000-06-07,2000-06-12,2000-06-08,305.82535981406,6,NERC18,58.0168776371308
2000-06-30,2000-07-17,2000-07-09,306.047847541444,18,NERC18,55.0632911392405
2000-07-22,2000-09-04,2000-08-14,308.154180361832,45,NERC18,39.2405063291139
2000-09-07,2000-09-13,2000-09-09,305.794625762503,7,NERC18,57.1729957805907
2001-06-24,2001-07-01,2001-06-25,303.965928259927,8,NERC18,43.6708860759494
2001-07-06,2001-08-15,2001-07-26,308.218927716834,41,NERC18,27.4261603375527
2001-08-18,2001-08-30,2001-08-22,305.33725035661,13,NERC18,61.8143459915612
2001-09-01,2001-09-07,2001-09-03,304.305266578798,7,NERC18,48.7341772151899
2002-06-17,2002-09-12,2002-07-21,309.254089715728,88,NERC18,8.0168776371308
2003-06-29,2003-07-09,2003-07-03,306.420648465882,11,NERC18,58.0168776371308
2003-07-12,2003-07-21,2003-07-17,305.358114095604,10,NERC18,66.4556962025316
2003-07-23,2003-09-12,2003-08-24,311.142365268507,52,NERC18,22.1518987341772
2004-07-09,2004-07-22,2004-07-15,305.439465014837,14,NERC18,64.9789029535865
2004-07-31,2004-08-04,2004-08-01,305.669992899931,5,NERC18,57.3839662447257
2004-08-30,2004-09-05,2004-09-02,304.945556971799,7,NERC18,47.4683544303798
2005-06-18,2005-07-26,2005-07-07,308.972464501683,39,NERC18,29.535864978903
2005-07-28,2005-08-12,2005-08-02,309.003407943207,16,NERC18,61.8143459915612
2005-08-15,2005-09-13,2005-08-29,307.602572235232,30,NERC18,29.535864978903
2006-05-26,2006-05-31,2006-05-28,305.607659012568,6,NERC18,59.493670886076
2006-06-26,2006-09-01,2006-07-31,313.328495996723,68,NERC18,22.5738396624473
2007-06-22,2007-06-27,2007-06-26,305.730842121303,6,NERC18,41.9831223628692
2007-06-30,2007-07-10,2007-07-08,307.742671478388,11,NERC18,65.4008438818566
2007-07-12,2007-08-18,2007-08-10,307.447544392271,38,NERC18,39.0295358649789
2007-08-30,2007-09-07,2007-09-04,305.524445727761,9,NERC18,38.3966244725738
2008-07-26,2008-08-07,2008-08-04,304.094685061145,13,NERC18,50.8438818565401
2008-08-28,2008-09-02,2008-09-01,304.630131844342,6,NERC18,49.57805907173
2009-06-18,2009-06-28,2009-06-23,306.459064175004,11,NERC18,51.2658227848101
2009-08-11,2009-08-17,2009-08-14,304.732711148455,7,NERC18,35.0210970464135
2010-07-09,2010-08-15,2010-07-27,305.732183337586,38,NERC18,37.7637130801688
2010-08-18,2010-08-24,2010-08-20,304.113872876396,7,NERC18,51.2658227848101
2010-08-28,2010-09-01,2010-08-29,304.692319984127,5,NERC18,40.084388185654
2011-06-03,2011-06-08,2011-06-06,305.58572917295,6,NERC18,63.5021097046414
2011-06-29,2011-07-12,2011-07-01,306.624763262948,14,NERC18,59.0717299578059
2011-07-14,2011-08-12,2011-07-20,308.738367481922,30,NERC18,35.4430379746835
2011-08-29,2011-09-03,2011-09-01,308.371605543056,6,NERC18,31.8565400843882
2012-06-14,2012-09-07,2012-08-30,311.001465446592,86,NERC18,32.7004219409283
2013-06-24,2013-06-28,2013-06-25,303.487890483669,5,NERC18,45.3586497890295
2013-07-03,2013-07-23,2013-07-13,305.885520951253,21,NERC18,44.3037974683544
2013-08-17,2013-09-01,2013-08-27,308.221505525211,16,NERC18,75.3164556962025
2013-09-03,2013-09-12,2013-09-09,307.695020092951,10,NERC18,51.0548523206751
2014-07-20,2014-07-27,2014-07-21,305.742320358373,8,NERC18,44.5147679324895
2014-08-19,2014-08-25,2014-08-24,304.209479475075,7,NERC18,44.5147679324895
2015-07-23,2015-08-08,2015-07-28,304.619845481969,17,NERC18,52.9535864978903
2015-08-10,2015-08-17,2015-08-14,305.699975458824,8,NERC18,26.7932489451477
2015-08-29,2015-09-09,2015-09-05,305.131998960345,12,NERC18,45.5696202531646
2016-06-09,2016-06-13,2016-06-10,305.546416871655,5,NERC18,64.9789029535865
2016-07-10,2016-07-14,2016-07-11,304.555781126392,5,NERC18,53.5864978902954
2016-07-16,2016-08-19,2016-07-21,307.475382871974,35,NERC18,24.6835443037975
2017-06-09,2017-06-16,2017-06-11,303.384060091045,8,NERC18,53.1645569620253
2017-07-02,2017-08-02,2017-07-20,305.438288715007,32,NERC18,46.6244725738397
2018-05-22,2018-06-02,2018-05-27,306.95841190616,12,NERC18,51.2658227848101
2018-06-15,2018-06-20,2018-06-15,305.641832095941,6,NERC18,28.4810126582279
2018-06-22,2018-07-19,2018-06-29,308.391822193394,28,NERC18,13.5021097046414
2018-07-28,2018-08-19,2018-08-05,305.715383828173,23,NERC18,11.3924050632911
