start_date,end_date,centroid_date,highest_temperature,duration,NERC_ID,spatial_coverage
1980-07-11,1980-07-12,1980-07-11,308.081620091242,2,NERC18,57.8059071729958
1980-07-14,1980-07-15,1980-07-14,307.275522364032,2,NERC18,68.9873417721519
1981-07-07,1981-07-08,1981-07-08,307.341727105615,2,NERC18,47.8902953586498
1981-07-11,1981-07-13,1981-07-12,308.412511249988,3,NERC18,72.5738396624473
1983-07-14,1983-07-15,1983-07-14,306.044496811705,2,NERC18,49.1561181434599
1983-07-19,1983-07-22,1983-07-21,307.917532019077,4,NERC18,83.7552742616034
1983-07-28,1983-07-29,1983-07-28,305.080301451968,2,NERC18,28.0590717299578
1983-08-03,1983-08-04,1983-08-03,306.28377225352,2,NERC18,72.9957805907173
1983-08-16,1983-08-19,1983-08-19,307.809453905347,4,NERC18,62.2362869198312
1984-08-06,1984-08-07,1984-08-06,306.202424872159,2,NERC18,62.0253164556962
1986-07-16,1986-07-19,1986-07-18,306.125934448707,4,NERC18,77.0042194092827
1987-07-10,1987-07-11,1987-07-10,306.190144727134,2,NERC18,54.4303797468355
1987-07-20,1987-07-24,1987-07-20,307.459866799017,5,NERC18,78.6919831223629
1987-07-26,1987-08-03,1987-07-31,309.030592832979,9,NERC18,89.0295358649789
1988-06-19,1988-06-22,1988-06-21,311.496611977903,4,NERC18,93.4599156118144
1988-06-24,1988-06-25,1988-06-25,310.379908293533,2,NERC18,62.0253164556962
1988-07-05,1988-07-07,1988-07-06,310.431593700668,3,NERC18,94.7257383966245
1988-07-14,1988-07-16,1988-07-15,312.116499299942,3,NERC18,79.957805907173
1988-07-27,1988-08-04,1988-07-31,313.042993528851,9,NERC18,94.9367088607595
1988-08-11,1988-08-17,1988-08-16,313.872344143572,7,NERC18,93.0379746835443
1989-07-05,1989-07-06,1989-07-05,307.813599927621,2,NERC18,62.6582278481013
1989-07-09,1989-07-10,1989-07-09,311.040994071383,2,NERC18,70.6751054852321
1989-07-26,1989-07-27,1989-07-27,306.860832505678,2,NERC18,34.8101265822785
1989-08-02,1989-08-05,1989-08-04,310.292436376479,4,NERC18,90.9282700421941
1990-07-03,1990-07-04,1990-07-03,309.289273117747,2,NERC18,54.8523206751055
1991-06-26,1991-06-27,1991-06-26,306.228623894641,2,NERC18,48.5232067510549
1991-07-17,1991-07-18,1991-07-18,306.343626672482,2,NERC18,59.493670886076
1991-08-26,1991-08-29,1991-08-26,307.802619899192,4,NERC18,81.2236286919831
1995-07-12,1995-07-14,1995-07-13,309.46449813217,3,NERC18,82.0675105485232
1996-06-28,1996-06-29,1996-06-28,305.254903128627,2,NERC18,48.5232067510549
1997-07-16,1997-07-18,1997-07-16,306.851727585897,3,NERC18,62.4472573839663
1997-07-26,1997-07-27,1997-07-26,307.118999651265,2,NERC18,53.5864978902954
1998-07-20,1998-07-21,1998-07-20,306.909828275389,2,NERC18,52.1097046413502
1999-07-04,1999-07-05,1999-07-04,306.07885919303,2,NERC18,74.4725738396625
1999-07-22,1999-07-26,1999-07-25,307.315693421861,5,NERC18,78.4810126582278
1999-07-28,1999-07-30,1999-07-30,309.263445306672,3,NERC18,83.7552742616034
2001-07-18,2001-07-23,2001-07-22,306.835585988333,6,NERC18,85.6540084388186
2001-07-31,2001-08-01,2001-07-31,307.683970101119,2,NERC18,60.7594936708861
2001-08-04,2001-08-08,2001-08-07,308.218927716834,5,NERC18,95.7805907172996
2002-06-23,2002-06-25,2002-06-25,305.94531294163,3,NERC18,70.042194092827
2002-06-29,2002-07-02,2002-06-30,307.848217335707,4,NERC18,91.5611814345992
2002-07-20,2002-07-21,2002-07-21,309.254089715728,2,NERC18,65.4008438818566
2002-07-31,2002-08-01,2002-07-31,308.84739882745,2,NERC18,59.704641350211
2003-07-03,2003-07-04,2003-07-03,306.420648465882,2,NERC18,52.5316455696203
2003-08-15,2003-08-16,2003-08-16,308.695448431751,2,NERC18,60.7594936708861
2003-08-18,2003-08-21,2003-08-18,309.446179267288,4,NERC18,85.8649789029536
2003-08-24,2003-08-26,2003-08-24,311.142365268507,3,NERC18,75.9493670886076
2005-07-16,2005-07-17,2005-07-17,307.740912134606,2,NERC18,70.8860759493671
2005-07-23,2005-07-24,2005-07-24,308.972464501683,2,NERC18,60.126582278481
2005-08-02,2005-08-03,2005-08-02,309.003407943207,2,NERC18,63.5021097046414
2005-08-08,2005-08-09,2005-08-08,308.988952636622,2,NERC18,50.210970464135
2006-05-28,2006-05-29,2006-05-28,305.607659012568,2,NERC18,41.5611814345992
2006-07-14,2006-07-17,2006-07-16,310.252381462751,4,NERC18,90.9282700421941
2006-07-25,2006-08-01,2006-07-31,313.328495996723,8,NERC18,88.1856540084388
2007-07-24,2007-07-26,2007-07-26,306.874087192063,3,NERC18,70.042194092827
2007-08-10,2007-08-11,2007-08-10,307.447544392271,2,NERC18,58.0168776371308
2009-06-23,2009-06-24,2009-06-23,306.459064175004,2,NERC18,48.7341772151899
2010-08-09,2010-08-13,2010-08-12,305.732183337586,5,NERC18,79.1139240506329
2011-07-16,2011-07-21,2011-07-20,308.738367481922,6,NERC18,94.5147679324895
2011-07-31,2011-08-02,2011-08-01,306.295789389118,3,NERC18,65.6118143459916
2012-06-18,2012-06-19,2012-06-19,305.93529363553,2,NERC18,57.3839662447257
2012-07-01,2012-07-06,2012-07-06,310.085874865638,6,NERC18,85.8649789029536
2012-07-15,2012-07-18,2012-07-16,309.524428950317,4,NERC18,84.5991561181435
2012-07-21,2012-07-26,2012-07-23,310.760303598892,6,NERC18,75.1054852320675
2012-07-30,2012-08-03,2012-08-01,310.708824661359,5,NERC18,70.8860759493671
2013-07-17,2013-07-19,2013-07-18,305.885520951253,3,NERC18,77.2151898734177
2013-08-25,2013-08-30,2013-08-27,308.221505525211,6,NERC18,85.8649789029536
2016-07-21,2016-07-24,2016-07-21,307.475382871974,4,NERC18,85.0210970464135
2018-05-27,2018-05-28,2018-05-27,306.95841190616,2,NERC18,57.1729957805907
2018-06-29,2018-06-30,2018-06-29,308.391822193394,2,NERC18,57.1729957805907
2020-07-03,2020-07-05,2020-07-05,304.879891605907,3,NERC18,66.4556962025316
2020-07-25,2020-07-26,2020-07-25,305.78213326473,2,NERC18,63.0801687763713
2021-06-09,2021-06-11,2021-06-10,306.631826437343,3,NERC18,68.5654008438819
2021-07-23,2021-07-24,2021-07-23,305.96179736093,2,NERC18,55.2742616033755
2021-07-28,2021-07-29,2021-07-28,307.824220439204,2,NERC18,65.6118143459916
2021-08-10,2021-08-11,2021-08-10,306.960981360121,2,NERC18,45.5696202531646
2022-06-20,2022-06-21,2022-06-20,306.461592165636,2,NERC18,41.1392405063291
2023-07-26,2023-07-28,2023-07-27,308.872164366437,3,NERC18,79.535864978903
2023-08-22,2023-08-25,2023-08-23,311.272214575893,4,NERC18,73.4177215189874
2023-09-03,2023-09-05,2023-09-03,310.633483162894,3,NERC18,81.0126582278481
2024-07-14,2024-07-15,2024-07-14,305.575769550342,2,NERC18,58.2278481012658
2024-07-30,2024-07-31,2024-07-31,306.222345587538,2,NERC18,53.5864978902954
2024-08-25,2024-08-26,2024-08-26,307.5472690346,2,NERC18,44.3037974683544
1980-07-21,1980-07-22,1980-07-22,304.888929499176,2,NERC6,40
1981-08-07,1981-08-11,1981-08-08,305.618082504285,5,NERC6,65.3333333333333
1982-08-07,1982-08-08,1982-08-07,304.371583671839,2,NERC6,44.4444444444444
1983-08-07,1983-08-08,1983-08-07,304.795717521427,2,NERC6,71.1111111111111
1984-07-16,1984-07-17,1984-07-16,302.269240859495,2,NERC6,49.7777777777778
1985-06-18,1985-06-19,1985-06-19,303.471462531224,2,NERC6,34.2222222222222
1985-07-08,1985-07-10,1985-07-09,304.115863336034,3,NERC6,70.6666666666667
1985-07-19,1985-07-20,1985-07-20,303.531616364103,2,NERC6,38.6666666666667
1986-08-07,1986-08-09,1986-08-07,303.507103614378,3,NERC6,47.5555555555556
1987-08-31,1987-09-01,1987-09-01,304.7010904525,2,NERC6,42.2222222222222
1988-07-25,1988-07-26,1988-07-25,304.323351773925,2,NERC6,70.2222222222222
1988-09-02,1988-09-04,1988-09-02,306.018485761737,3,NERC6,53.3333333333333
1990-07-11,1990-07-13,1990-07-11,304.716226651272,3,NERC6,72
1990-08-04,1990-08-05,1990-08-05,304.518948895224,2,NERC6,43.5555555555556
1990-08-08,1990-08-12,1990-08-10,303.709686080535,5,NERC6,83.5555555555556
1992-06-22,1992-06-24,1992-06-23,304.707615458818,3,NERC6,68
1992-07-17,1992-07-18,1992-07-18,303.796656401373,2,NERC6,40
1992-07-30,1992-07-31,1992-07-31,304.760526992925,2,NERC6,41.3333333333333
1992-08-11,1992-08-14,1992-08-12,306.769251671139,4,NERC6,70.2222222222222
1993-08-03,1993-08-04,1993-08-04,302.685447606881,2,NERC6,41.3333333333333
1994-07-20,1994-07-24,1994-07-21,305.516036794985,5,NERC6,74.6666666666667
1995-07-17,1995-07-19,1995-07-18,302.784581596689,3,NERC6,35.5555555555556
1996-07-13,1996-07-15,1996-07-14,304.224507409812,3,NERC6,51.1111111111111
1996-07-23,1996-07-29,1996-07-27,304.061625319276,7,NERC6,67.5555555555556
1996-08-24,1996-08-26,1996-08-25,304.732456797539,3,NERC6,56
1998-07-17,1998-07-18,1998-07-17,303.48579249133,2,NERC6,69.3333333333333
1998-07-26,1998-07-29,1998-07-27,304.632378798465,4,NERC6,73.3333333333333
1998-08-13,1998-08-14,1998-08-13,303.288859866036,2,NERC6,62.2222222222222
1998-08-31,1998-09-01,1998-08-31,304.173481429622,2,NERC6,39.5555555555556
2000-07-30,2000-07-31,2000-07-30,303.504946959033,2,NERC6,77.3333333333333
2001-08-09,2001-08-10,2001-08-09,303.565445206336,2,NERC6,40.4444444444444
2001-08-12,2001-08-13,2001-08-12,303.770483031596,2,NERC6,58.6666666666667
2002-07-10,2002-07-13,2002-07-11,305.371913350035,4,NERC6,84
2002-07-22,2002-07-24,2002-07-23,304.054377302995,3,NERC6,53.3333333333333
2002-08-13,2002-08-14,2002-08-14,303.99885804055,2,NERC6,35.5555555555556
2003-07-18,2003-07-23,2003-07-22,304.072002309901,6,NERC6,81.3333333333333
2003-07-28,2003-07-31,2003-07-30,305.297744513722,4,NERC6,81.3333333333333
2004-07-17,2004-07-18,2004-07-17,302.283804864615,2,NERC6,56
2004-07-23,2004-07-25,2004-07-24,304.708001031746,3,NERC6,52
2004-08-10,2004-08-14,2004-08-10,303.498845824081,5,NERC6,54.2222222222222
2006-06-25,2006-06-27,2006-06-26,303.54402802026,3,NERC6,50.2222222222222
2006-07-21,2006-07-25,2006-07-22,307.299444226791,5,NERC6,94.6666666666667
2007-07-10,2007-07-12,2007-07-11,305.500243032222,3,NERC6,60.8888888888889
2007-07-14,2007-07-15,2007-07-14,303.009710190495,2,NERC6,71.5555555555556
2008-06-29,2008-06-30,2008-06-29,304.112053067961,2,NERC6,48.4444444444445
2008-08-15,2008-08-17,2008-08-15,304.291766433625,3,NERC6,42.6666666666667
2009-07-17,2009-07-18,2009-07-18,302.820582267959,2,NERC6,51.1111111111111
2009-07-27,2009-08-02,2009-07-28,304.889586365219,7,NERC6,59.1111111111111
2012-08-05,2012-08-06,2012-08-05,304.207035809349,2,NERC6,44.4444444444444
