start_date,end_date,centroid_date,highest_temperature_k,duration_days,nerc_id,spatial_coverage
1980-06-06,1980-06-07,1980-06-07,306.630160513219,2,NERC,90.6040268456376
1980-06-06,1980-06-07,1980-06-07,311.162437047401,2,NERC,43.0851063829787
1980-06-06,1980-06-07,1980-06-07,308.617036865323,2,NERC,47.5
1980-06-14,1980-06-20,1980-06-17,307.641072762424,7,NERC,63.6363636363636
1980-06-18,1980-06-20,1980-06-20,310.985290818521,3,NERC,77.6595744680851
1980-06-22,1980-06-30,1980-06-28,309.454819862269,9,NERC,77.2727272727273
1980-06-23,1980-07-22,1980-06-27,314.808681918287,30,NERC,98.4042553191489
1980-06-23,1980-06-27,1980-06-26,304.407753001051,5,NERC,68.6046511627907
1980-06-23,1980-06-27,1980-06-26,305.591218076343,5,NERC,91.7721518987342
1980-06-24,1980-06-27,1980-06-25,301.985288757149,4,NERC,88.0597014925373
1980-06-24,1980-07-21,1980-06-27,313.523626155527,28,NERC,100.0
1980-06-24,1980-06-27,1980-06-24,301.378307675187,4,NERC,88.5245901639344
1980-06-25,1980-07-20,1980-07-16,311.92839950628,26,NERC,100.0
1980-06-26,1980-06-29,1980-06-27,302.062097323079,4,NERC,74.0079365079365
1980-06-26,1980-06-29,1980-06-27,307.633837318346,4,NERC,100.0
1980-06-27,1980-06-29,1980-06-28,306.496348154955,3,NERC,86.3636363636364
1980-06-28,1980-06-29,1980-06-28,305.240767777925,2,NERC,64.8148148148148
1980-06-28,1980-06-30,1980-06-30,306.103243247487,3,NERC,58.2644628099174
1980-06-28,1980-06-30,1980-06-28,306.717391615093,3,NERC,84.9785407725322
1980-06-29,1980-07-01,1980-06-30,303.377563923868,3,NERC,59.3023255813954
1980-06-30,1980-07-01,1980-07-01,306.311958272507,2,NERC,38.5964912280702
1980-07-01,1980-07-02,1980-07-01,309.245313364292,2,NERC,47.6510067114094
1980-07-02,1980-07-19,1980-07-13,311.181971299496,18,NERC,99.5867768595041
1980-07-02,1980-07-21,1980-07-16,309.962651055108,20,NERC,100.0
