start_date,end_date,centroid_date,lowest_temperature_k,duration_days,nerc_id,spatial_coverage,inter_event_recovery_interval_days,cumulative_heat_stress_index,yearly_max_heat_wave_intensity,yearly_max_heat_wave_duration,yearly_max_heat_wave_intensity_trend,yearly_max_heat_wave_duration_trend
1980-01-05,1980-01-06,1980-01-06,270.995596095122,2,NERC,50.4132231404959,0.0,541.991192190244,274.255160254881,15,,
1980-01-06,1980-01-09,1980-01-07,259.486708178527,4,NERC,62.2222222222222,-2.0,1579.938024904352,274.255160254881,15,,
1980-01-06,1980-01-07,1980-01-06,273.688401466057,2,NERC,82.4561403508772,-1.0,2127.314827836466,274.255160254881,15,,
1980-01-07,1980-01-09,1980-01-07,258.303889609624,3,NERC,60.4651162790698,-2.0,2902.226496665338,274.255160254881,15,,
1980-01-07,1980-01-09,1980-01-09,247.508843826717,3,NERC,66.8776371308017,9.0,3644.7530281454888,274.255160254881,15,,
1980-01-18,1980-01-20,1980-01-19,271.340391226078,3,NERC,70.3703703703704,-1.0,4458.774201823723,274.255160254881,15,,
1980-01-19,1980-01-20,1980-01-19,260.658165499671,2,NERC,67.1111111111111,4.0,4980.090532823065,274.255160254881,15,,
1980-01-24,1980-01-25,1980-01-24,257.779273818394,2,NERC,70.4918032786885,-1.0,5495.6490804598525,274.255160254881,15,,
1980-01-24,1980-01-25,1980-01-25,255.581448770573,2,NERC,61.1940298507463,1.0,6006.811978000998,274.255160254881,15,,
1980-01-26,1980-01-31,1980-01-28,253.13429125758,6,NERC,88.8888888888889,-5.0,7525.617725546479,274.255160254881,15,,
1980-01-26,1980-01-31,1980-01-27,257.366480924851,6,NERC,70.9302325581395,-5.0,9069.816611095584,274.255160254881,15,,
1980-01-26,1980-02-01,1980-01-31,247.294071625131,7,NERC,89.662447257384,-5.0,10800.875112471502,274.255160254881,15,,
1980-01-27,1980-02-02,1980-01-31,256.433527063056,7,NERC,78.75,-6.0,12595.909801912894,274.255160254881,15,,
1980-01-27,1980-01-30,1980-01-30,271.476983619952,4,NERC,77.7777777777778,-3.0,13681.817736392702,274.255160254881,15,,
1980-01-27,1980-02-04,1980-02-01,251.890925232521,9,NERC,100.0,-6.0,15948.83606348539,274.255160254881,15,,
1980-01-29,1980-02-05,1980-02-01,256.269682149544,8,NERC,100.0,-7.0,17998.993520681743,274.255160254881,15,,
1980-01-29,1980-02-05,1980-02-01,255.707329976334,8,NERC,98.4126984126984,-6.0,20044.652160492413,274.255160254881,15,,
1980-01-30,1980-02-06,1980-02-01,253.270997475442,8,NERC,98.3606557377049,-7.0,22070.82014029595,274.255160254881,15,,
1980-01-30,1980-02-05,1980-01-31,252.909219956322,7,NERC,92.5373134328358,-6.0,23841.184679990205,274.255160254881,15,,
1980-01-30,1980-02-13,1980-02-02,261.055880469411,15,NERC,99.5708154506438,-13.0,27757.02288703137,274.255160254881,15,,
1980-01-31,1980-02-02,1980-02-01,271.329552775061,3,NERC,85.6382978723404,-2.0,28571.011545356552,274.255160254881,15,,
1980-01-31,1980-02-04,1980-02-01,264.26298075521,5,NERC,92.5925925925926,-3.0,29892.326449132604,274.255160254881,15,,
1980-02-01,1980-02-08,1980-02-02,272.186796676841,8,NERC,98.2456140350877,-7.0,32069.82082254733,274.255160254881,15,,
1980-02-01,1980-02-08,1980-02-02,266.423003630818,8,NERC,100.0,-1.0,34201.20485159387,274.255160254881,15,,
1980-02-07,1980-02-08,1980-02-07,264.646813647446,2,NERC,70.2479338842975,0.0,34730.49847888877,274.255160254881,15,,
1980-02-08,1980-02-12,1980-02-10,259.7060198949,5,NERC,78.4375,-3.0,36029.028578363264,274.255160254881,15,,
1980-02-08,1980-02-09,1980-02-08,257.746920404126,2,NERC,72.093023255814,-1.0,36544.52241917152,274.255160254881,15,,
1980-02-09,1980-02-10,1980-02-09,269.502065612917,2,NERC,70.4545454545455,-1.0,37083.52655039735,274.255160254881,15,,
1980-02-09,1980-02-11,1980-02-10,269.215827498148,3,NERC,77.1276595744681,-1.0,37891.174032891795,274.255160254881,15,,
1980-02-10,1980-02-13,1980-02-10,265.997275096471,4,NERC,74.0740740740741,-3.0,38955.16313327768,274.255160254881,15,,
1980-02-10,1980-02-13,1980-02-12,252.67179579328,4,NERC,99.3288590604027,-3.0,39965.8503164508,274.255160254881,15,,
1980-02-10,1980-02-13,1980-02-12,262.113631513857,4,NERC,94.6280991735537,-2.0,41014.30484250623,274.255160254881,15,,
1980-02-11,1980-02-13,1980-02-11,270.599254333424,3,NERC,51.6528925619835,-1.0,41826.1026055065,274.255160254881,15,,
1980-02-12,1980-02-13,1980-02-12,259.646911048289,2,NERC,45.2380952380953,3.0,42345.39642760308,274.255160254881,15,,
1980-02-16,1980-02-17,1980-02-16,246.022016928368,2,NERC,85.0210970464135,-1.0,42837.44046145982,274.255160254881,15,,
1980-02-16,1980-02-17,1980-02-17,259.582598477447,2,NERC,74.6875,-1.0,43356.60565841471,274.255160254881,15,,
1980-02-16,1980-02-18,1980-02-17,253.389388874932,3,NERC,78.5234899328859,-1.0,44116.773825039505,274.255160254881,15,,
1980-02-17,1980-02-18,1980-02-17,268.755611000614,2,NERC,71.0743801652893,-1.0,44654.285047040736,274.255160254881,15,,
1980-02-17,1980-02-18,1980-02-18,266.570661430447,2,NERC,73.8197424892704,-1.0,45187.42636990163,274.255160254881,15,,
1980-02-17,1980-02-18,1980-02-17,269.167628166643,2,NERC,71.8085106382979,-1.0,45725.76162623491,274.255160254881,15,,
1980-02-17,1980-02-18,1980-02-17,265.701979742228,2,NERC,74.6913580246914,-1.0,46257.16558571937,274.255160254881,15,,
1980-02-17,1980-02-18,1980-02-17,255.922974888287,2,NERC,70.4365079365079,-1.0,46769.01153549594,274.255160254881,15,,
1980-02-17,1980-02-18,1980-02-17,254.030813586068,2,NERC,85.2459016393443,-1.0,47277.07316266808,274.255160254881,15,,
1980-02-17,1980-02-18,1980-02-17,260.795861178349,2,NERC,90.495867768595,8.0,47798.66488502478,274.255160254881,15,,
1980-02-26,1980-03-03,1980-03-01,248.056337325288,7,NERC,95.0819672131148,-3.0,49535.0592463018,274.255160254881,15,,
1980-02-29,1980-03-03,1980-03-02,253.660127107004,4,NERC,98.015873015873,-3.0,50549.69975472981,274.255160254881,15,,
1980-02-29,1980-03-02,1980-03-01,245.844958348241,3,NERC,82.9113924050633,-2.0,51287.23462977453,274.255160254881,15,,
1980-02-29,1980-03-03,1980-03-01,250.386874088031,4,NERC,83.5820895522388,-2.0,52288.78212612666,274.255160254881,15,,
1980-03-01,1980-03-02,1980-03-02,257.48849561346,2,NERC,81.25,-1.0,52803.75911735358,274.255160254881,15,,
1980-03-01,1980-03-03,1980-03-02,262.809160148818,3,NERC,90.7407407407407,-2.0,53592.18659780003,274.255160254881,15,,
1980-03-01,1980-03-03,1980-03-03,253.776497987345,3,NERC,100.0,-2.0,54353.51609176207,274.255160254881,15,,
1980-03-01,1980-03-03,1980-03-02,266.206606214874,3,NERC,82.4468085106383,-2.0,55152.13591040669,274.255160254881,15,,
1980-03-01,1980-03-03,1980-03-02,251.419722323774,3,NERC,100.0,-2.0,55906.39507737801,274.255160254881,15,,
1980-03-01,1980-03-04,1980-03-03,257.600681520145,4,NERC,98.7124463519313,-2.0,56936.79780345859,274.255160254881,15,,
1980-03-02,1980-03-04,1980-03-03,269.483286921462,3,NERC,92.9824561403509,-2.0,57745.247664222974,274.255160254881,15,,
1980-03-02,1980-03-04,1980-03-03,262.278012256634,3,NERC,99.1735537190083,8.0,58532.08170099288,274.255160254881,15,,
1980-03-12,1980-03-13,1980-03-13,255.303134966025,2,NERC,58.2089552238806,249.0,59042.687970924926,274.255160254881,15,,
1980-11-17,1980-11-19,1980-11-18,270.619742169724,3,NERC,62.2340425531915,6.0,59854.5471974341,274.255160254881,15,,
1980-11-17,1980-11-18,1980-11-17,269.394283955444,2,NERC,72.7272727272727,-1.0,60393.335765344986,274.255160254881,15,,
1980-11-25,1980-11-26,1980-11-26,270.002135941989,2,NERC,56.8181818181818,0.0,60933.34003722896,274.255160254881,15,,
1980-11-26,1980-11-28,1980-11-27,271.838929453928,3,NERC,79.7872340425532,8.0,61748.85682559075,274.255160254881,15,,
1980-12-06,1980-12-09,1980-12-07,271.799218173534,4,NERC,64.8148148148148,-2.0,62836.053698284886,274.255160254881,15,,
1980-12-07,1980-12-09,1980-12-08,261.215906156973,3,NERC,72.4444444444444,10.0,63619.7014167558,274.255160254881,15,,
1980-12-19,1980-12-20,1980-12-20,250.826044736568,2,NERC,65.8227848101266,-1.0,64121.35350622894,274.255160254881,15,,
1980-12-19,1980-12-21,1980-12-20,255.098936091611,3,NERC,100.0,-1.0,64886.65031450377,274.255160254881,15,,
1980-12-20,1980-12-22,1980-12-21,264.577702568941,3,NERC,92.274678111588,-2.0,65680.3834222106,274.255160254881,15,,
1980-12-20,1980-12-22,1980-12-21,265.198267373276,3,NERC,87.037037037037,-2.0,66475.97822433042,274.255160254881,15,,
1980-12-20,1980-12-21,1980-12-20,263.130670739462,2,NERC,78.75,-1.0,67002.23956580934,274.255160254881,15,,
1980-12-20,1980-12-22,1980-12-21,260.707633908474,3,NERC,99.1735537190083,-2.0,67784.36246753477,274.255160254881,15,,
1980-12-20,1980-12-22,1980-12-21,271.359747857757,3,NERC,93.6170212765957,-2.0,68598.44171110804,274.255160254881,15,,
1980-12-20,1980-12-22,1980-12-20,249.384173920933,3,NERC,88.0597014925373,-2.0,69346.59423287083,274.255160254881,15,,
1980-12-20,1980-12-22,1980-12-20,257.002544962488,3,NERC,93.2539682539683,-2.0,70117.6018677583,274.255160254881,15,,
1980-12-20,1980-12-22,1980-12-20,253.691702883693,3,NERC,86.8852459016394,-1.0,70878.67697640938,274.255160254881,15,,
1980-12-21,1980-12-22,1980-12-21,271.219859342358,2,NERC,76.0330578512397,2.0,71421.1166950941,274.255160254881,15,,
1980-12-24,1980-12-25,1980-12-25,249.243645980845,2,NERC,43.0379746835443,0.0,71919.60398705579,274.255160254881,15,,
1980-12-25,1980-12-26,1980-12-25,260.174346062873,2,NERC,89.2561983471074,-1.0,72439.95267918153,274.255160254881,15,,
1980-12-25,1980-12-29,1980-12-26,274.255160254881,5,NERC,94.7368421052632,5.0,73811.22848045595,274.255160254881,15,,
1980-12-25,1980-12-27,1980-12-26,262.09139553855,3,NERC,93.5622317596567,-2.0,74597.50266707159,274.255160254881,15,,
1980-12-25,1980-12-27,1980-12-25,242.713059717584,3,NERC,93.4426229508197,-2.0,75325.64184622435,274.255160254881,15,,
1980-12-25,1980-12-26,1980-12-25,265.942057629812,2,NERC,74.0740740740741,-1.0,75857.52596148396,274.255160254881,15,,
1980-12-25,1980-12-26,1980-12-25,242.511662125079,2,NERC,94.0298507462687,-1.0,76342.54928573413,274.255160254881,15,,
1980-12-25,1980-12-28,1980-12-25,267.977011548509,4,NERC,97.1074380165289,-3.0,77414.45733192816,274.255160254881,15,,
1980-12-25,1980-12-27,1980-12-25,252.928411997592,3,NERC,88.8888888888889,-2.0,78173.24256792094,274.255160254881,15,,
1981-01-03,1981-01-06,1981-01-05,243.185270600851,4,NERC,95.5223880597015,-3.0,972.741082403404,274.758800332386,12,0.503640077504997,-3.0
1981-01-03,1981-01-06,1981-01-04,244.379018190211,4,NERC,100.0,-3.0,1950.2571551642482,274.758800332386,12,0.503640077504997,-3.0
1981-01-03,1981-01-14,1981-01-12,249.597283062371,12,NERC,99.4047619047619,-10.0,4945.4245519127,274.758800332386,12,0.503640077504997,-3.0
1981-01-04,1981-01-13,1981-01-12,254.373660876487,10,NERC,98.7603305785124,-8.0,7489.1611606775705,274.758800332386,12,0.503640077504997,-3.0
1981-01-04,1981-01-05,1981-01-05,267.167792500815,2,NERC,46.2962962962963,-1.0,8023.4967456792,274.758800332386,12,0.503640077504997,-3.0
1981-01-04,1981-01-06,1981-01-05,260.273113522217,3,NERC,89.2703862660944,-2.0,8804.316086245852,274.758800332386,12,0.503640077504997,-3.0
1981-01-04,1981-01-05,1981-01-04,256.190030044586,2,NERC,100.0,-1.0,9316.696146335024,274.758800332386,12,0.503640077504997,-3.0
1981-01-05,1981-01-06,1981-01-05,266.746507911047,2,NERC,82.6446280991736,1.0,9850.189162157118,274.758800332386,12,0.503640077504997,-3.0
1981-01-07,1981-01-12,1981-01-10,253.376448759316,6,NERC,94.6308724832215,-4.0,11370.447854713013,274.758800332386,12,0.503640077504997,-3.0
1981-01-08,1981-01-14,1981-01-12,246.343350246528,7,NERC,97.0149253731343,-6.0,13094.85130643871,274.758800332386,12,0.503640077504997,-3.0
1981-01-08,1981-01-14,1981-01-13,268.008737542907,7,NERC,98.2456140350877,-6.0,14970.912469239058,274.758800332386,12,0.503640077504997,-3.0
1981-01-08,1981-01-14,1981-01-12,263.831853724515,7,NERC,100.0,-6.0,16817.735445310664,274.758800332386,12,0.503640077504997,-3.0
1981-01-08,1981-01-14,1981-01-12,245.975260682706,7,NERC,100.0,-6.0,18539.562270089606,274.758800332386,12,0.503640077504997,-3.0
1981-01-08,1981-01-14,1981-01-12,259.686470199066,7,NERC,100.0,-4.0,20357.367561483068,274.758800332386,12,0.503640077504997,-3.0
1981-01-10,1981-01-13,1981-01-12,265.231535290826,4,NERC,82.0987654320988,3.0,21418.29370264637,274.758800332386,12,0.503640077504997,-3.0
1981-01-16,1981-01-18,1981-01-17,255.997248864894,3,NERC,85.3174603174603,-2.0,22186.28544924105,274.758800332386,12,0.503640077504997,-3.0
1981-01-16,1981-01-18,1981-01-17,259.874271367046,3,NERC,98.7603305785124,-2.0,22965.90826334219,274.758800332386,12,0.503640077504997,-3.0
1981-01-16,1981-01-17,1981-01-17,264.140764068492,2,NERC,48.4375,-1.0,23494.189791479173,274.758800332386,12,0.503640077504997,-3.0
1981-01-16,1981-01-18,1981-01-17,266.696283778994,3,NERC,82.7160493827161,-1.0,24294.278642816156,274.758800332386,12,0.503640077504997,-3.0
1981-01-16,1981-01-17,1981-01-17,255.637200385993,2,NERC,92.6174496644295,-1.0,24805.55304358814,274.758800332386,12,0.503640077504997,-3.0
1981-01-17,1981-01-18,1981-01-18,264.101806351858,2,NERC,89.2703862660944,-1.0,25333.75665629186,274.758800332386,12,0.503640077504997,-3.0
1981-01-17,1981-01-18,1981-01-18,252.268153848715,2,NERC,83.6065573770492,-1.0,25838.29296398929,274.758800332386,12,0.503640077504997,-3.0
1981-01-17,1981-01-19,1981-01-18,271.205589184616,3,NERC,98.2456140350877,-2.0,26651.909731543135,274.758800332386,12,0.503640077504997,-3.0
1981-01-17,1981-01-20,1981-01-17,272.72227310204,4,NERC,80.3191489361702,10.0,27742.798823951296,274.758800332386,12,0.503640077504997,-3.0
1981-01-17,1981-01-19,1981-01-18,267.488502727671,3,NERC,97.9338842975207,-2.0,28545.26433213431,274.758800332386,12,0.503640077504997,-3.0
1981-01-30,1981-02-01,1981-01-31,265.324340126402,3,NERC,67.381974248927,-2.0,29341.237352513515,274.758800332386,12,0.503640077504997,-3.0
1981-01-30,1981-01-31,1981-01-31,259.1174567208,2,NERC,59.7222222222222,-1.0,29859.472265955115,274.758800332386,12,0.503640077504997,-3.0
1981-01-30,1981-02-01,1981-01-31,271.552126062489,3,NERC,62.962962962963,0.0,30674.128644142584,274.758800332386,12,0.503640077504997,-3.0
1981-01-30,1981-01-31,1981-01-31,253.927999111055,2,NERC,86.8852459016394,-1.0,31181.984642364692,274.758800332386,12,0.503640077504997,-3.0
1981-01-30,1981-01-31,1981-01-31,254.042742598302,2,NERC,71.6417910447761,-1.0,31690.070127561296,274.758800332386,12,0.503640077504997,-3.0
1981-02-01,1981-02-02,1981-02-02,257.135368469788,2,NERC,56.9767441860465,-1.0,32204.34086450087,274.758800332386,12,0.503640077504997,-3.0
1981-02-01,1981-02-02,1981-02-01,268.915134243434,2,NERC,59.0909090909091,0.0,32742.17113298774,274.758800332386,12,0.503640077504997,-3.0
1981-02-02,1981-02-04,1981-02-02,261.903034125267,3,NERC,54.375,-2.0,33527.88023536354,274.758800332386,12,0.503640077504997,-3.0
1981-02-02,1981-02-05,1981-02-03,259.554330848288,4,NERC,92.9752066115702,-3.0,34566.09755875669,274.758800332386,12,0.503640077504997,-3.0
1981-02-02,1981-02-05,1981-02-03,267.650435880222,4,NERC,62.962962962963,-3.0,35636.69930227758,274.758800332386,12,0.503640077504997,-3.0
1981-02-02,1981-02-03,1981-02-02,272.576214086461,2,NERC,70.2127659574468,-1.0,36181.8517304505,274.758800332386,12,0.503640077504997,-3.0
1981-02-02,1981-02-05,1981-02-03,256.071822112934,4,NERC,98.6577181208054,-2.0,37206.13901890224,274.758800332386,12,0.503640077504997,-3.0
1981-02-02,1981-02-04,1981-02-04,249.587812465407,3,NERC,66.0337552742616,-2.0,37954.90245629846,274.758800332386,12,0.503640077504997,-3.0
1981-02-03,1981-02-06,1981-02-05,263.183986381519,4,NERC,93.9914163090129,-3.0,39007.63840182454,274.758800332386,12,0.503640077504997,-3.0
1981-02-03,1981-02-06,1981-02-05,250.758822214176,4,NERC,93.4426229508197,-3.0,40010.673690681244,274.758800332386,12,0.503640077504997,-3.0
1981-02-03,1981-02-05,1981-02-05,253.199657199284,3,NERC,96.2301587301587,-2.0,40770.272662279094,274.758800332386,12,0.503640077504997,-3.0
1981-02-03,1981-02-06,1981-02-03,267.120653111318,4,NERC,91.3223140495868,-3.0,41838.75527472436,274.758800332386,12,0.503640077504997,-3.0
1981-02-03,1981-02-06,1981-02-04,272.970128750794,4,NERC,89.4736842105263,-2.0,42930.63578972754,274.758800332386,12,0.503640077504997,-3.0
1981-02-04,1981-02-05,1981-02-04,255.652680916824,2,NERC,67.1641791044776,3.0,43441.94115156119,274.758800332386,12,0.503640077504997,-3.0
1981-02-08,1981-02-12,1981-02-11,240.817464787349,5,NERC,84.8101265822785,-2.0,44646.02847549794,274.758800332386,12,0.503640077504997,-3.0
1981-02-10,1981-02-11,1981-02-11,251.192827194448,2,NERC,68.6046511627907,-1.0,45148.41412988683,274.758800332386,12,0.503640077504997,-3.0
1981-02-10,1981-02-11,1981-02-10,256.342696135903,2,NERC,59.5555555555556,0.0,45661.099522158634,274.758800332386,12,0.503640077504997,-3.0
1981-02-11,1981-02-12,1981-02-11,252.558462447413,2,NERC,70.9375,-1.0,46166.21644705346,274.758800332386,12,0.503640077504997,-3.0
1981-02-11,1981-02-13,1981-02-11,265.918471777681,3,NERC,80.8510638297872,-2.0,46963.971862386505,274.758800332386,12,0.503640077504997,-3.0
1981-02-11,1981-02-13,1981-02-12,264.03606659926,3,NERC,90.1234567901235,-2.0,47756.08006218429,274.758800332386,12,0.503640077504997,-3.0
1981-02-11,1981-02-13,1981-02-11,249.114019535828,3,NERC,100.0,-1.0,48503.422120791765,274.758800332386,12,0.503640077504997,-3.0
1981-02-12,1981-02-13,1981-02-12,263.301241843573,2,NERC,87.5536480686695,-1.0,49030.02460447892,274.758800332386,12,0.503640077504997,-3.0
1981-02-12,1981-02-13,1981-02-12,274.729461350232,2,NERC,43.859649122807,-1.0,49579.48352717938,274.758800332386,12,0.503640077504997,-3.0
1981-02-12,1981-02-14,1981-02-12,265.136826164764,3,NERC,98.3471074380165,294.0,50374.89400567367,274.758800332386,12,0.503640077504997,-3.0
1981-02-12,1981-02-13,1981-02-12,250.500557135966,2,NERC,73.8095238095238,-1.0,50875.8951199456,274.758800332386,12,0.503640077504997,-3.0
1981-02-12,1981-02-13,1981-02-12,253.505523662175,2,NERC,77.0491803278689,-1.0,51382.90616726995,274.758800332386,12,0.503640077504997,-3.0
1981-02-12,1981-02-13,1981-02-12,255.938024984387,2,NERC,88.0165289256198,-1.0,51894.782217238724,274.758800332386,12,0.503640077504997,-3.0
1981-12-05,1981-12-06,1981-12-06,274.758800332386,2,NERC,70.1754385964912,4.0,52444.2998179035,274.758800332386,12,0.503640077504997,-3.0
1981-12-10,1981-12-12,1981-12-11,270.330215698572,3,NERC,82.2314049586777,-2.0,53255.29046499921,274.758800332386,12,0.503640077504997,-3.0
1981-12-10,1981-12-12,1981-12-11,266.659327557034,3,NERC,85.8369098712447,-2.0,54055.268447670314,274.758800332386,12,0.503640077504997,-3.0
1981-12-10,1981-12-13,1981-12-11,271.213170495867,4,NERC,96.4912280701754,4.0,55140.12112965379,274.758800332386,12,0.503640077504997,-3.0
1981-12-10,1981-12-11,1981-12-11,266.653479129487,2,NERC,57.0247933884298,-1.0,55673.42808791276,274.758800332386,12,0.503640077504997,-3.0
1981-12-17,1981-12-19,1981-12-18,248.832334076565,3,NERC,77.0042194092827,-2.0,56419.92509014245,274.758800332386,12,0.503640077504997,-3.0
1981-12-17,1981-12-19,1981-12-18,261.469002886464,3,NERC,64.0625,-1.0,57204.332098801846,274.758800332386,12,0.503640077504997,-3.0
1981-12-18,1981-12-21,1981-12-19,258.619944380519,4,NERC,100.0,-3.0,58238.81187632392,274.758800332386,12,0.503640077504997,-3.0
1981-12-18,1981-12-19,1981-12-18,270.887894610547,2,NERC,74.468085106383,-1.0,58780.58766554501,274.758800332386,12,0.503640077504997,-3.0
1981-12-18,1981-12-20,1981-12-19,265.252863251907,3,NERC,82.7160493827161,-2.0,59576.346255300734,274.758800332386,12,0.503640077504997,-3.0
1981-12-18,1981-12-20,1981-12-19,252.738821876014,3,NERC,100.0,-2.0,60334.56272092878,274.758800332386,12,0.503640077504997,-3.0
1981-12-18,1981-12-21,1981-12-20,265.407122624616,4,NERC,100.0,-2.0,61396.19121142724,274.758800332386,12,0.503640077504997,-3.0
1981-12-19,1981-12-21,1981-12-20,257.194619171761,3,NERC,89.484126984127,-2.0,62167.77506894252,274.758800332386,12,0.503640077504997,-3.0
1981-12-19,1981-12-21,1981-12-20,256.451044832424,3,NERC,80.327868852459,-2.0,62937.128203439795,274.758800332386,12,0.503640077504997,-3.0
