start_date,end_date,centroid_date,highest_temperature_k,duration_days,nerc_id,spatial_coverage,inter_event_recovery_interval_days,cumulative_heat_stress_index,yearly_max_heat_wave_intensity,yearly_max_heat_wave_duration,yearly_max_heat_wave_intensity_trend,yearly_max_heat_wave_duration_trend
1980-06-04,1980-06-08,1980-06-07,311.162437047401,5,NERC,49.468085106383,-4.0,1555.812185237005,314.808681918287,87,,
1980-06-04,1980-08-12,1980-06-28,309.454819862269,70,NERC,15.9090909090909,-61.0,23217.649575595835,314.808681918287,87,,
1980-06-12,1980-09-06,1980-06-27,314.808681918287,87,NERC,26.063829787234,-81.0,50606.004902486806,314.808681918287,87,,
1980-06-17,1980-08-14,1980-07-29,304.944677619756,59,NERC,51.1627906976744,-54.0,68597.7408820524,314.808681918287,87,,
1980-06-21,1980-08-14,1980-07-18,308.831649747108,55,NERC,30.8016877637131,-53.0,85583.48161814334,314.808681918287,87,,
1980-06-22,1980-06-27,1980-06-24,301.378307675187,6,NERC,65.5737704918033,-5.0,87391.75146419447,314.808681918287,87,,
1980-06-22,1980-09-09,1980-06-27,313.523626155527,80,NERC,21.875,-78.0,112473.64155663663,314.808681918287,87,,
1980-06-22,1980-07-26,1980-07-15,311.902588810622,35,NERC,28.1879194630873,-34.0,123390.23216500839,314.808681918287,87,,
1980-06-22,1980-06-27,1980-06-25,301.985288757149,6,NERC,68.6567164179105,-5.0,125202.14389755129,314.808681918287,87,,
1980-06-23,1980-06-29,1980-06-27,302.062097323079,7,NERC,64.6825396825397,-5.0,127316.57857881284,314.808681918287,87,,
1980-06-24,1980-07-20,1980-07-16,311.92839950628,27,NERC,53.0864197530864,-25.0,135738.6453654824,314.808681918287,87,,
1980-06-25,1980-06-29,1980-06-28,306.496348154955,5,NERC,46.6942148760331,-3.0,137271.1271062572,314.808681918287,87,,
1980-06-26,1980-07-24,1980-07-13,311.181971299496,29,NERC,21.4876033057851,-27.0,146295.40427394258,314.808681918287,87,,
