start_date,end_date,centroid_date,highest_temperature_k,duration_days,nerc_id,spatial_coverage
1980-04-18,1980-04-20,1980-04-20,305.412536738954,3,NERC,13.6363636363636
1980-04-19,1980-04-23,1980-04-22,302.45412865165,5,NERC,94.7257383966245
1980-04-21,1980-04-23,1980-04-22,303.193967806848,3,NERC,32.2147651006711
1980-05-02,1980-05-05,1980-05-04,300.797027726445,4,NERC,77.6371308016878
1980-05-22,1980-05-24,1980-05-23,301.600537022476,3,NERC,39.344262295082
1980-06-24,1980-07-04,1980-06-27,315.565479665148,11,NERC,88.2978723404255
1980-06-24,1980-06-28,1980-06-27,313.553542324706,5,NERC,67.1875
1980-06-28,1980-06-30,1980-06-29,314.134430019486,3,NERC,13.6363636363636
1980-06-30,1980-07-19,1980-07-15,313.572744078539,20,NERC,87.8125
1980-06-30,1980-07-02,1980-07-02,310.321871279848,3,NERC,59.8765432098766
1980-07-07,1980-07-16,1980-07-15,312.121889200017,10,NERC,83.8926174496644
1980-07-07,1980-07-17,1980-07-16,310.317735918389,11,NERC,82.2314049586777
1980-07-08,1980-07-16,1980-07-13,311.053151162291,9,NERC,95.0413223140496
1980-07-09,1980-07-18,1980-07-16,311.361211942797,10,NERC,93.8271604938272
1980-07-13,1980-07-15,1980-07-14,307.654936661694,3,NERC,57.8947368421053
1980-07-13,1980-07-18,1980-07-17,314.231247705096,6,NERC,61.1702127659575
1980-07-16,1980-07-18,1980-07-16,313.425142861407,3,NERC,13.6363636363636
1980-07-25,1980-07-28,1980-07-26,313.222457812031,4,NERC,13.6363636363636
1980-07-25,1980-08-02,1980-07-28,308.375324458478,9,NERC,64.8148148148148
1980-07-29,1980-08-02,1980-07-30,314.054187666027,5,NERC,52.1875
1980-07-30,1980-08-01,1980-07-30,309.963715668275,3,NERC,54.3624161073826
1980-07-31,1980-08-03,1980-08-01,310.133055539517,4,NERC,68.2403433476395
1980-08-05,1980-08-09,1980-08-08,308.058080417774,5,NERC,66.5236051502146
1980-08-06,1980-08-09,1980-08-08,308.412810324534,4,NERC,77.2727272727273
1980-08-07,1980-08-10,1980-08-08,308.534739741425,4,NERC,64.0495867768595
1980-08-07,1980-08-10,1980-08-10,309.888411458577,4,NERC,67.1140939597316
1980-08-07,1980-08-09,1980-08-08,304.384101734024,3,NERC,23.8805970149254
1980-08-07,1980-08-09,1980-08-08,304.42174648996,3,NERC,16.3934426229508
1980-08-07,1980-08-09,1980-08-08,304.912461937144,3,NERC,52.9761904761905
1980-08-20,1980-08-22,1980-08-21,308.861017202027,3,NERC,59.9173553719008
1980-08-22,1980-08-24,1980-08-23,312.138524247631,3,NERC,35.1063829787234
1980-08-26,1980-08-28,1980-08-27,302.311812304498,3,NERC,14.7540983606557
1980-08-26,1980-08-28,1980-08-28,303.404542841935,3,NERC,41.6666666666667
1980-09-01,1980-09-03,1980-09-02,307.256584900667,3,NERC,48.9270386266094
1980-09-06,1980-09-10,1980-09-07,306.818175333283,5,NERC,75.206611570248
1980-09-08,1980-09-16,1980-09-15,309.510837130433,9,NERC,90.7407407407407
1980-09-12,1980-09-14,1980-09-14,306.703418983709,3,NERC,34.7107438016529
1980-09-14,1980-09-16,1980-09-15,306.978493540072,3,NERC,58.2644628099174
1980-09-15,1980-09-17,1980-09-16,309.741288296575,3,NERC,27.6595744680851
1980-09-17,1980-09-19,1980-09-18,309.447726683798,3,NERC,13.6363636363636
1980-09-19,1980-09-21,1980-09-20,305.991269680854,3,NERC,57.8947368421053
1980-09-19,1980-09-22,1980-09-21,309.161062027513,4,NERC,78.4375
1980-09-20,1980-09-22,1980-09-21,306.754761194179,3,NERC,59.7315436241611
1980-09-20,1980-09-22,1980-09-22,302.16545431018,3,NERC,59.7222222222222
1980-09-20,1980-09-22,1980-09-22,306.204321036012,3,NERC,33.4710743801653
1980-09-21,1980-09-24,1980-09-22,306.019477418766,4,NERC,92.9752066115702
1980-09-21,1980-09-23,1980-09-23,306.342397073392,3,NERC,77.6824034334764
1980-09-21,1980-09-23,1980-09-22,301.582139936529,3,NERC,14.7540983606557
1980-09-21,1980-09-23,1980-09-22,301.504264986279,3,NERC,28.3582089552239
1980-09-24,1980-09-27,1980-09-26,305.485886131271,4,NERC,61.4035087719298
1980-09-29,1980-10-07,1980-10-01,309.4253471642,9,NERC,18.1818181818182
1980-09-29,1980-10-04,1980-10-01,308.603026570709,6,NERC,72.2222222222222
1980-10-03,1980-10-07,1980-10-05,299.107082127109,5,NERC,54.6666666666667
1980-10-17,1980-10-19,1980-10-19,303.634482034674,3,NERC,47.3684210526316
1980-11-03,1980-11-05,1980-11-04,299.935131147847,3,NERC,38.8888888888889
1980-11-04,1980-11-07,1980-11-05,300.790258193524,4,NERC,13.6363636363636
1980-11-06,1980-11-10,1980-11-08,300.713630907408,5,NERC,91.25
1980-11-07,1980-11-09,1980-11-08,302.969042286812,3,NERC,34.0425531914894
1981-02-16,1981-02-20,1981-02-19,298.42065702326,5,NERC,15.9090909090909
1981-04-10,1981-04-13,1981-04-13,303.490727536669,4,NERC,79.6875
1981-04-11,1981-04-13,1981-04-13,300.107979570582,3,NERC,50.4132231404959
1981-04-25,1981-04-30,1981-04-27,303.413422550847,6,NERC,92.1875
1981-04-25,1981-04-27,1981-04-26,298.417860259233,3,NERC,51.1627906976744
1981-04-26,1981-04-28,1981-04-28,302.943136732997,3,NERC,93.2885906040269
1981-04-28,1981-04-30,1981-04-29,302.908825007867,3,NERC,50.0
1981-04-28,1981-04-30,1981-04-30,304.775784688154,3,NERC,58.641975308642
1981-06-04,1981-06-06,1981-06-04,305.995917393412,3,NERC,51.8518518518519
1981-06-07,1981-06-09,1981-06-08,311.598480326254,3,NERC,11.3636363636364
1981-06-07,1981-06-09,1981-06-09,304.475166616258,3,NERC,32.5581395348837
1981-06-08,1981-06-10,1981-06-09,310.021376413696,3,NERC,66.5625
1981-06-10,1981-06-18,1981-06-17,308.451469051368,9,NERC,82.4561403508772
1981-06-14,1981-06-16,1981-06-16,307.254019905287,3,NERC,64.0495867768595
1981-06-14,1981-06-17,1981-06-16,308.720362165482,4,NERC,74.2489270386266
1981-06-15,1981-06-23,1981-06-19,307.379664543535,9,NERC,59.2592592592593
1981-06-20,1981-06-25,1981-06-22,313.583355649707,6,NERC,22.7272727272727
1981-06-21,1981-06-24,1981-06-22,308.332092049983,4,NERC,78.9256198347108
1981-06-21,1981-06-23,1981-06-22,308.727650906409,3,NERC,46.3519313304721
1981-07-06,1981-07-08,1981-07-08,307.341727105615,3,NERC,54.4303797468355
1981-07-07,1981-07-09,1981-07-09,305.534080313771,3,NERC,27.8688524590164
1981-07-07,1981-07-09,1981-07-09,305.392784756791,3,NERC,34.3283582089552
1981-07-08,1981-07-10,1981-07-09,308.51681217817,3,NERC,63.0901287553648
1981-07-11,1981-07-13,1981-07-12,308.412511249988,3,NERC,51.4767932489452
1981-07-14,1981-07-17,1981-07-14,308.936423330538,4,NERC,74.3801652892562
