start_date,end_date,centroid_date,highest_temperature_k,duration_days,nerc_id,spatial_coverage,inter_event_recovery_interval_days,cumulative_heat_stress_index,yearly_max_heat_wave_intensity,yearly_max_heat_wave_duration,yearly_max_heat_wave_intensity_trend,yearly_max_heat_wave_duration_trend
1980-06-24,1980-07-04,1980-06-27,315.565479665148,11,NERC,86.1702127659575,-9.0,3471.2202763166283,315.565479665148,24,,
1980-06-24,1980-06-27,1980-06-25,305.458669510065,4,NERC,52.3255813953488,-3.0,4693.054954356889,315.565479665148,24,,
1980-06-25,1980-06-26,1980-06-26,305.284514826033,2,NERC,62.0253164556962,-1.0,5303.623984008955,315.565479665148,24,,
1980-06-25,1980-06-29,1980-06-27,313.553542324706,5,NERC,89.6875,-3.0,6871.391695632485,315.565479665148,24,,
1980-06-26,1980-06-28,1980-06-27,307.706625107236,3,NERC,98.6577181208054,-2.0,7794.511570954192,315.565479665148,24,,
1980-06-26,1980-06-30,1980-06-29,314.134430019486,5,NERC,29.5454545454546,-4.0,9365.183721051622,315.565479665148,24,,
1980-06-26,1980-07-19,1980-07-16,311.361211942797,24,NERC,100.0,-21.0,16837.85280767875,315.565479665148,24,,
1980-06-28,1980-06-29,1980-06-28,306.859372843716,2,NERC,74.2489270386266,-1.0,17451.571553366182,315.565479665148,24,,
1980-06-28,1980-06-29,1980-06-28,306.770258596109,2,NERC,45.4545454545455,-1.0,18065.1120705584,315.565479665148,24,,
1980-06-28,1980-06-29,1980-06-28,306.694602539983,2,NERC,42.5925925925926,2.0,18678.501275638366,315.565479665148,24,,
1980-07-01,1980-07-20,1980-07-15,313.572744078539,20,NERC,99.375,-18.0,24949.956157209148,315.565479665148,24,,
1980-07-02,1980-07-21,1980-07-16,310.317735918389,20,NERC,99.1735537190083,-18.0,31156.310875576928,315.565479665148,24,,
1980-07-03,1980-07-19,1980-07-13,311.053151162291,17,NERC,99.5867768595041,-15.0,36444.21444533588,315.565479665148,24,,
1980-07-04,1980-07-06,1980-07-04,312.142936953473,3,NERC,15.9090909090909,-2.0,37380.643256196294,315.565479665148,24,,
1980-07-04,1980-07-06,1980-07-05,306.423635684461,3,NERC,64.3776824034335,-2.0,38299.914163249676,315.565479665148,24,,
1980-07-04,1980-07-21,1980-07-15,312.121889200017,18,NERC,100.0,-16.0,43918.10816884998,315.565479665148,24,,
