start_date,end_date,centroid_date,highest_temperature_k,duration_days,nerc_id,spatial_coverage
1980-06-11,1980-08-15,1980-06-28,309.355227272727,66,NERC,34.0909090909091
1980-06-15,1980-08-06,1980-06-27,315.248563829787,53,NERC,14.8936170212766
1980-06-18,1980-08-16,1980-07-29,305.149651162791,60,NERC,38.3720930232558
1980-06-19,1980-07-16,1980-07-14,308.854561403509,28,NERC,17.5438596491228
1980-06-21,1980-08-22,1980-07-16,311.813580246914,63,NERC,14.1975308641975
1980-06-21,1980-06-28,1980-06-26,305.509156118143,8,NERC,29.957805907173
1980-06-22,1980-07-22,1980-06-27,313.386125,31,NERC,49.0625
1980-06-23,1980-06-27,1980-06-25,301.739552238806,5,NERC,62.6865671641791
1980-06-23,1980-06-29,1980-06-27,307.554161073826,7,NERC,93.2885906040269
1980-06-23,1980-06-27,1980-06-24,301.260983606557,5,NERC,52.4590163934426
1980-06-26,1980-06-29,1980-06-27,302.520555555556,4,NERC,47.6190476190476
1980-06-28,1980-07-02,1980-06-28,305.383703703704,5,NERC,48.1481481481482
1980-06-30,1980-07-21,1980-07-11,308.639767932489,22,NERC,29.535864978903
1980-07-01,1980-07-22,1980-07-15,311.70610738255,22,NERC,65.1006711409396
1980-07-02,1980-07-06,1980-07-05,306.072618025751,5,NERC,48.9270386266094
1980-07-02,1980-07-23,1980-07-16,310.038429752066,22,NERC,72.7272727272727
1980-07-02,1980-08-24,1980-07-13,311.097479338843,54,NERC,30.9917355371901
1980-07-08,1980-08-16,1980-07-16,305.998511904762,40,NERC,25.9920634920635
1980-07-09,1980-08-16,1980-08-01,309.652532188841,39,NERC,34.3347639484979
1980-07-12,1980-08-03,1980-07-22,305.171911111111,23,NERC,36.8888888888889
1980-07-14,1980-08-15,1980-07-20,302.20776119403,33,NERC,44.7761194029851
1980-07-14,1980-08-15,1980-07-21,303.869180327869,33,NERC,45.9016393442623
1980-07-15,1980-08-13,1980-07-25,309.197407407407,30,NERC,44.4444444444444
1980-07-25,1980-08-22,1980-07-31,308.810330578512,29,NERC,35.9504132231405
1980-07-25,1980-09-09,1980-07-30,313.30146875,47,NERC,35.625
1980-07-26,1980-08-24,1980-08-09,307.281403508772,30,NERC,19.2982456140351
1980-07-29,1980-08-12,1980-07-30,309.985302013423,15,NERC,61.0738255033557
1980-08-09,1980-08-25,1980-08-24,311.053563829787,17,NERC,23.936170212766
1980-08-14,1980-08-21,1980-08-20,308.588993288591,8,NERC,67.7852348993289
1980-08-18,1980-08-23,1980-08-20,301.682916666667,6,NERC,30.1587301587302
1980-08-21,1980-09-03,1980-08-27,301.16447761194,14,NERC,50.7462686567164
1980-08-22,1980-09-06,1980-09-02,301.27393442623,16,NERC,39.344262295082
1980-08-25,1980-09-06,1980-08-27,302.62001984127,13,NERC,45.8333333333333
1980-08-31,1980-09-04,1980-08-31,305.38067114094,5,NERC,50.3355704697987
1980-09-29,1980-10-09,1980-10-01,307.708148148148,11,NERC,64.8148148148148
1981-05-30,1981-06-16,1981-06-09,307.51024691358,18,NERC,37.6543209876543
1981-06-02,1981-06-26,1981-06-22,309.045537190083,25,NERC,45.8677685950413
1981-06-03,1981-06-15,1981-06-09,306.365570469799,13,NERC,45.6375838926175
1981-06-04,1981-06-07,1981-06-05,303.816008583691,4,NERC,54.5064377682404
1981-06-07,1981-06-15,1981-06-09,310.768085106383,9,NERC,41.4893617021277
1981-06-09,1981-06-15,1981-06-09,310.72296875,7,NERC,40.9375
1981-06-12,1981-06-16,1981-06-14,305.091776859504,5,NERC,43.801652892562
1981-06-12,1981-06-16,1981-06-15,303.116388888889,5,NERC,67.2619047619048
1981-06-13,1981-06-26,1981-06-22,308.292660944206,14,NERC,45.4935622317597
1981-06-14,1981-06-17,1981-06-16,302.999672131148,4,NERC,26.2295081967213
1981-06-16,1981-07-06,1981-06-21,306.881481481482,21,NERC,51.8518518518519
1981-06-18,1981-08-11,1981-06-22,310.071818181818,55,NERC,40.9090909090909
1981-06-19,1981-08-07,1981-07-21,311.46221875,50,NERC,28.75
1981-06-23,1981-06-29,1981-06-23,304.107674418605,7,NERC,51.1627906976744
1981-06-24,1981-07-26,1981-07-12,308.636540084388,33,NERC,33.3333333333333
1981-06-28,1981-07-22,1981-07-08,303.808656716418,25,NERC,31.3432835820896
1981-06-28,1981-07-30,1981-07-24,310.435555555556,33,NERC,16.0493827160494
1981-06-28,1981-07-28,1981-07-13,308.029395973154,31,NERC,50.3355704697987
1981-06-29,1981-07-29,1981-07-13,306.482520661157,31,NERC,27.6859504132231
1981-06-29,1981-07-22,1981-07-09,303.056721311475,24,NERC,24.5901639344262
1981-06-29,1981-07-22,1981-07-09,304.370277777778,24,NERC,21.6269841269841
1981-07-01,1981-08-08,1981-07-20,311.225265957447,39,NERC,12.7659574468085
1981-07-02,1981-07-07,1981-07-05,304.220533333333,6,NERC,34.6666666666667
1981-07-03,1981-07-29,1981-07-09,308.038369098712,27,NERC,43.3476394849785
1981-07-04,1981-08-09,1981-07-06,304.148604651163,37,NERC,48.8372093023256
1981-07-04,1981-08-18,1981-07-14,309.752727272727,46,NERC,47.5206611570248
1981-07-05,1981-08-25,1981-07-14,308.829649122807,52,NERC,24.5614035087719
1981-07-15,1981-08-30,1981-08-08,303.950222222222,47,NERC,30.2222222222222
1981-07-30,1981-08-09,1981-07-31,305.526919831224,11,NERC,33.5443037974684
