start_date,end_date,centroid_date,lowest_temperature_k,duration_days,nerc_id,spatial_coverage,inter_event_recovery_interval_days,cumulative_heat_stress_index,yearly_max_heat_wave_intensity,yearly_max_heat_wave_duration,yearly_max_heat_wave_intensity_trend,yearly_max_heat_wave_duration_trend
1980-01-21,1980-02-01,1980-01-28,253.13429125758,12,NERC,45.3333333333333,-7.0,3037.61149509096,274.255160254881,18,,
1980-01-25,1980-02-01,1980-01-27,257.366480924851,8,NERC,39.5348837209302,-6.0,5096.543342489767,274.255160254881,18,,
1980-01-26,1980-02-03,1980-01-31,247.294071625131,9,NERC,50.8438818565401,-7.0,7322.189987115948,274.255160254881,18,,
1980-01-27,1980-02-05,1980-01-31,256.433527063056,10,NERC,55.625,-9.0,9886.525257746507,274.255160254881,18,,
1980-01-27,1980-02-05,1980-02-01,251.890925232521,10,NERC,51.006711409396,-8.0,12405.434510071716,274.255160254881,18,,
1980-01-28,1980-02-07,1980-02-01,255.707329976334,11,NERC,50.9920634920635,-9.0,15218.215139811391,274.255160254881,18,,
1980-01-29,1980-02-15,1980-02-01,256.269682149544,18,NERC,53.305785123967,-16.0,19831.069418503183,274.255160254881,18,,
1980-01-30,1980-02-15,1980-02-02,261.055880469411,17,NERC,62.2317596566524,-14.0,24269.01938648317,274.255160254881,18,,
1980-01-30,1980-02-09,1980-02-01,253.270997475442,11,NERC,72.1311475409836,-10.0,27055.00035871303,274.255160254881,18,,
1980-01-30,1980-02-07,1980-01-31,252.909219956322,9,NERC,46.2686567164179,-8.0,29331.18333831993,274.255160254881,18,,
1980-02-01,1980-02-09,1980-02-02,272.186796676841,9,NERC,45.6140350877193,-8.0,31780.864508411498,274.255160254881,18,,
1980-02-01,1980-02-13,1980-02-02,266.423003630818,13,NERC,47.1074380165289,-5.0,35244.36355561213,274.255160254881,18,,
1980-02-08,1980-02-13,1980-02-10,259.7060198949,6,NERC,54.375,13.0,36802.59967498153,274.255160254881,18,,
