start_date,end_date,centroid_date,lowest_temperature_k,duration_days,nerc_id,spatial_coverage,inter_event_recovery_interval_days,cumulative_heat_stress_index,yearly_max_heat_wave_intensity,yearly_max_heat_wave_duration,yearly_max_heat_wave_intensity_trend,yearly_max_heat_wave_duration_trend
1980-01-05,1980-01-06,1980-01-06,271.178553719008,2,NERC,53.7190082644628,0.0,542.357107438016,274.702807017544,15,,
1980-01-06,1980-01-11,1980-01-11,258.542711111111,6,NERC,63.5555555555556,-4.0,2093.613374104682,274.702807017544,15,,
1980-01-06,1980-01-07,1980-01-06,274.223859649123,2,NERC,85.9649122807018,-1.0,2642.0610934029282,274.702807017544,15,,
1980-01-07,1980-01-08,1980-01-07,258.876162790698,2,NERC,65.1162790697675,-1.0,3159.813418984324,274.702807017544,15,,
1980-01-07,1980-01-09,1980-01-09,247.717383966245,3,NERC,68.1434599156118,9.0,3902.9655708830587,274.702807017544,15,,
1980-01-18,1980-01-20,1980-01-19,271.138148148148,3,NERC,61.1111111111111,-1.0,4716.380015327502,274.702807017544,15,,
1980-01-19,1980-01-20,1980-01-19,261.096577777778,2,NERC,68.4444444444445,4.0,5238.573170883059,274.702807017544,15,,
1980-01-24,1980-01-25,1980-01-24,256.823770491803,2,NERC,62.2950819672131,-1.0,5752.220711866665,274.702807017544,15,,
1980-01-24,1980-01-25,1980-01-25,255.055223880597,2,NERC,59.7014925373134,1.0,6262.331159627859,274.702807017544,15,,
1980-01-26,1980-01-31,1980-01-28,253.459955555556,6,NERC,88.8888888888889,-5.0,7783.090892961195,274.702807017544,15,,
1980-01-26,1980-02-01,1980-01-31,247.651476793249,7,NERC,90.7172995780591,-5.0,9516.651230513939,274.702807017544,15,,
1980-01-26,1980-01-31,1980-01-31,257.911860465116,6,NERC,70.9302325581395,-5.0,11064.122393304633,274.702807017544,15,,
1980-01-27,1980-02-02,1980-01-31,257.072375,7,NERC,79.375,-5.0,12863.629018304633,274.702807017544,15,,
1980-01-28,1980-02-04,1980-02-01,252.215167785235,8,NERC,100.0,-6.0,14881.350360586513,274.702807017544,15,,
1980-01-28,1980-01-30,1980-01-30,271.135555555556,3,NERC,72.2222222222222,-2.0,15694.757027253181,274.702807017544,15,,
1980-01-29,1980-02-05,1980-02-01,255.67130952381,8,NERC,98.4126984126984,-7.0,17740.127503443662,274.702807017544,15,,
1980-01-29,1980-02-05,1980-02-01,256.468512396694,8,NERC,100.0,-6.0,19791.875602617212,274.702807017544,15,,
1980-01-30,1980-02-13,1980-02-02,260.991459227468,15,NERC,99.5708154506438,-13.0,23706.747491029233,274.702807017544,15,,
1980-01-30,1980-02-06,1980-02-01,252.711475409836,8,NERC,96.7213114754098,-7.0,25728.439294307922,274.702807017544,15,,
1980-01-30,1980-02-05,1980-01-31,252.739701492537,7,NERC,92.5373134328358,-6.0,27497.61720475568,274.702807017544,15,,
1980-01-31,1980-02-03,1980-02-01,264.971975308642,4,NERC,94.4444444444444,-2.0,28557.505105990247,274.702807017544,15,,
1980-01-31,1980-02-02,1980-02-01,271.115957446809,3,NERC,84.5744680851064,-2.0,29370.852978330677,274.702807017544,15,,
1980-02-01,1980-02-08,1980-02-02,266.707644628099,8,NERC,100.0,-7.0,31504.514135355468,274.702807017544,15,,
1980-02-01,1980-02-08,1980-02-02,272.71298245614,8,NERC,98.2456140350877,-1.0,33686.21799500459,274.702807017544,15,,
1980-02-07,1980-02-08,1980-02-07,264.798925619835,2,NERC,71.900826446281,0.0,34215.81584624426,274.702807017544,15,,
1980-02-08,1980-02-12,1980-02-10,259.87940625,5,NERC,80.3125,-3.0,35515.21287749426,274.702807017544,15,,
1980-02-08,1980-02-09,1980-02-08,257.986395348837,2,NERC,75.5813953488372,-1.0,36031.18566819193,274.702807017544,15,,
1980-02-09,1980-02-10,1980-02-09,268.3125,2,NERC,70.4545454545455,-1.0,36567.81066819193,274.702807017544,15,,
1980-02-09,1980-02-11,1980-02-10,268.83170212766,3,NERC,76.5957446808511,-1.0,37374.30577457491,274.702807017544,15,,
1980-02-10,1980-02-13,1980-02-12,262.359090909091,4,NERC,95.4545454545454,-3.0,38423.74213821127,274.702807017544,15,,
1980-02-10,1980-02-13,1980-02-10,266.878950617284,4,NERC,75.9259259259259,-3.0,39491.257940680414,274.702807017544,15,,
1980-02-10,1980-02-13,1980-02-12,252.902214765101,4,NERC,95.3020134228188,-2.0,40502.86679974082,274.702807017544,15,,
1980-02-11,1980-02-12,1980-02-11,270.930743801653,2,NERC,53.7190082644628,0.0,41044.72828734412,274.702807017544,15,,
1980-02-12,1980-02-13,1980-02-12,259.489087301587,2,NERC,45.8333333333333,1.0,41563.706461947295,274.702807017544,15,,
1980-02-14,1980-02-15,1980-02-14,263.710133333333,2,NERC,42.6666666666667,1.0,42091.12672861396,274.702807017544,15,,
1980-02-16,1980-02-18,1980-02-17,253.201476510067,3,NERC,76.510067114094,-1.0,42850.73115814416,274.702807017544,15,,
1980-02-16,1980-02-17,1980-02-16,246.401033755274,2,NERC,86.2869198312236,-1.0,43343.53322565471,274.702807017544,15,,
1980-02-16,1980-02-17,1980-02-17,259.6631875,2,NERC,77.1875,-1.0,43862.85960065471,274.702807017544,15,,
1980-02-17,1980-02-18,1980-02-17,253.396229508197,2,NERC,81.9672131147541,-1.0,44369.652059671105,274.702807017544,15,,
1980-02-17,1980-02-18,1980-02-18,266.48635193133,2,NERC,73.8197424892704,-1.0,44902.624763533764,274.702807017544,15,,
1980-02-17,1980-02-18,1980-02-17,255.954484126984,2,NERC,71.0317460317461,-1.0,45414.533731787735,274.702807017544,15,,
1980-02-17,1980-02-18,1980-02-17,266.065802469136,2,NERC,80.8641975308642,-1.0,45946.66533672601,274.702807017544,15,,
1980-02-17,1980-02-18,1980-02-17,260.913595041322,2,NERC,91.7355371900827,-1.0,46468.49252680865,274.702807017544,15,,
1980-02-17,1980-02-18,1980-02-17,268.783989361702,2,NERC,68.6170212765958,-1.0,47006.060505532056,274.702807017544,15,,
1980-02-17,1980-02-18,1980-02-17,269.083719008264,2,NERC,73.5537190082645,8.0,47544.22794354858,274.702807017544,15,,
1980-02-26,1980-03-03,1980-03-01,247.519344262295,7,NERC,91.8032786885246,-3.0,49276.863353384644,274.702807017544,15,,
1980-02-29,1980-03-03,1980-03-01,250.688208955224,4,NERC,77.6119402985075,-3.0,50279.61618920554,274.702807017544,15,,
1980-02-29,1980-03-02,1980-03-01,245.837742616034,3,NERC,84.5991561181435,-2.0,51017.12941705364,274.702807017544,15,,
1980-02-29,1980-03-03,1980-03-02,253.794900793651,4,NERC,98.015873015873,-3.0,52032.30902022825,274.702807017544,15,,
1980-02-29,1980-03-03,1980-03-02,251.381409395973,4,NERC,99.3288590604027,-2.0,53037.83465781214,274.702807017544,15,,
1980-03-01,1980-03-03,1980-03-02,265.950265957447,3,NERC,81.9148936170213,-2.0,53835.68545568448,274.702807017544,15,,
1980-03-01,1980-03-03,1980-03-03,253.826818181818,3,NERC,100.0,-2.0,54597.16591022994,274.702807017544,15,,
1980-03-01,1980-03-04,1980-03-03,257.405622317597,4,NERC,98.7124463519313,-2.0,55626.78839950032,274.702807017544,15,,
1980-03-01,1980-03-02,1980-03-02,257.45634375,2,NERC,82.1875,-1.0,56141.70108700032,274.702807017544,15,,
1980-03-02,1980-03-04,1980-03-03,262.670826446281,3,NERC,99.1735537190083,-1.0,56929.71356633917,274.702807017544,15,,
1980-03-02,1980-03-03,1980-03-02,263.252222222222,2,NERC,94.4444444444444,-1.0,57456.21801078361,274.702807017544,15,,
1980-03-03,1980-03-04,1980-03-03,270.225263157895,2,NERC,96.4912280701754,8.0,57996.6685370994,274.702807017544,15,,
1980-03-12,1980-03-13,1980-03-13,254.865223880597,2,NERC,55.2238805970149,249.0,58506.39898486059,274.702807017544,15,,
1980-11-17,1980-11-18,1980-11-17,268.720227272727,2,NERC,70.4545454545455,-1.0,59043.839439406045,274.702807017544,15,,
1980-11-17,1980-11-19,1980-11-18,270.98664893617,3,NERC,61.1702127659575,6.0,59856.79938621456,274.702807017544,15,,
1980-11-25,1980-11-26,1980-11-26,269.031590909091,2,NERC,52.2727272727273,0.0,60394.86256803274,274.702807017544,15,,
1980-11-26,1980-11-28,1980-11-27,271.800585106383,3,NERC,79.2553191489362,8.0,61210.26432335189,274.702807017544,15,,
1980-12-06,1980-12-09,1980-12-07,271.272777777778,4,NERC,57.4074074074074,-2.0,62295.355434463,274.702807017544,15,,
1980-12-07,1980-12-09,1980-12-07,261.089244444444,3,NERC,72.8888888888889,10.0,63078.62316779633,274.702807017544,15,,
1980-12-19,1980-12-21,1980-12-20,254.981879194631,3,NERC,100.0,-1.0,63843.56880538023,274.702807017544,15,,
1980-12-19,1980-12-20,1980-12-20,251.053860759494,2,NERC,66.4556962025316,-1.0,64345.67652689922,274.702807017544,15,,
1980-12-20,1980-12-22,1980-12-21,260.749049586777,3,NERC,99.1735537190083,-2.0,65127.92367565954,274.702807017544,15,,
1980-12-20,1980-12-22,1980-12-20,257.070853174603,3,NERC,93.8492063492064,-2.0,65899.13623518335,274.702807017544,15,,
1980-12-20,1980-12-22,1980-12-20,249.185223880597,3,NERC,88.0597014925373,-2.0,66646.69190682514,274.702807017544,15,,
1980-12-20,1980-12-22,1980-12-21,271.110957446809,3,NERC,93.6170212765957,-2.0,67460.02477916557,274.702807017544,15,,
