region,year,cold_dur_temp11,cold_dur_temp12,cold_dur_temp13,cold_dur_temp14,cold_dur_temp21,cold_dur_temp22,cold_dur_temp23,cold_dur_temp24,cold_dur_temp31,cold_dur_temp32,cold_dur_temp33,cold_dur_temp34,cold_dur_temp41,cold_dur_temp42,cold_dur_temp43,cold_dur_temp44,heat_dur_temp11,heat_dur_temp12,heat_dur_temp13,heat_dur_temp14,heat_dur_temp21,heat_dur_temp22,heat_dur_temp23,heat_dur_temp24,heat_dur_temp31,heat_dur_temp32,heat_dur_temp33,heat_dur_temp34,heat_dur_temp41,heat_dur_temp42,heat_dur_temp43,heat_dur_temp44
NERC12,2016,0,0,0,0,0,1,0,3,0,1,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3
NERC12,2017,0,0,0,0,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,2,2,0
NERC12,2018,0,0,0,0,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,1,3,0
NERC12,2019,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1
NERC12,2020,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,1,0,1
NERC12,2021,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,1,0
NERC12,2022,0,0,0,0,0,2,3,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
NERC12,2023,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,1,0
NERC12,2024,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3
NERC15,1980,0,1,1,3,1,1,0,1,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
NERC15,1981,1,0,0,3,0,2,2,0,1,1,0,0,2,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
NERC15,1982,0,1,2,0,0,1,2,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NERC15,1983,0,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,1,0
NERC15,1984,0,0,0,2,1,2,0,0,0,1,1,0,2,0,0,0,2,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
NERC15,1985,0,0,2,1,1,0,0,0,1,2,0,0,1,2,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
NERC15,1986,0,0,3,1,1,1,0,0,1,1,0,0,1,1,0,0,2,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0
NERC15,1987,1,2,0,3,0,1,0,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
NERC15,1988,0,0,4,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
NERC15,1989,0,1,1,2,1,0,3,0,0,2,0,0,1,1,0,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,2,0
NERC15,1990,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0
NERC15,1991,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,1,0,0,1,1,0,0,0,1
NERC15,1992,0,0,3,1,0,1,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NERC15,1993,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,2,1,1,0,0,1,0,0,2,0,1,0,0,0,1
NERC15,1994,2,0,2,0,0,0,0,0,2,0,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1
NERC15,1995,0,0,3,2,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0
NERC15,1996,1,0,0,3,0,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NERC15,1997,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NERC15,1998,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0
NERC15,1999,0,2,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,1,0,0,2
NERC15,2000,0,0,0,2,0,0,0,0,0,1,0,1,2,2,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0
NERC15,2001,0,0,2,2,0,0,0,0,0,0,2,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
NERC15,2002,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2
NERC15,2003,1,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
NERC15,2004,0,1,0,0,1,0,0,1,0,2,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NERC15,2005,0,0,0,0,0,0,0,1,0,2,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,2,1
NERC15,2006,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2
NERC15,2007,0,0,0,0,0,0,3,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0
NERC15,2008,0,0,0,0,1,2,0,2,1,1,1,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,1,0,0,0,1
NERC15,2009,0,0,0,0,1,0,3,4,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
NERC15,2010,0,0,0,0,0,0,1,1,0,1,3,0,0,2,0,1,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,1
NERC15,2011,0,0,0,0,0,2,0,1,0,1,0,1,3,2,0,0,0,0,0,0,4,2,2,1,0,0,1,1,0,0,0,1
NERC15,2012,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,2,0,1,0,2
NERC15,2013,0,0,0,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,2
NERC15,2014,0,0,0,0,0,1,0,2,1,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0
NERC15,2015,0,0,0,0,0,0,0,2,1,0,1,0,4,1,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,1,0
NERC15,2016,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2
NERC15,2017,0,0,0,0,0,0,2,1,0,2,1,1,0,1,0,0,0,0,0,0,3,2,0,0,1,4,0,1,0,0,1,0
NERC15,2018,0,0,0,0,0,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,3
NERC15,2019,0,0,0,0,0,0,2,1,0,2,0,0,2,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,3,1
NERC15,2020,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1,2
NERC15,2021,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4
NERC15,2022,0,0,0,0,0,1,1,1,1,2,0,0,1,3,0,0,0,0,0,0,2,1,1,0,0,1,3,1,0,0,1,2
NERC15,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2
NERC15,2024,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3
NERC17,1980,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,1,1
NERC17,1981,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1
NERC17,1982,0,0,3,1,0,2,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
NERC17,1983,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,2
NERC17,1984,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0
NERC17,1985,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NERC17,1986,1,0,1,1,0,0,0,0,2,2,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1
NERC17,1987,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1
NERC17,1988,0,1,1,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
NERC17,1989,0,0,2,3,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,3,0,2,0,0,0,0,1,0,0,1,0
NERC17,1990,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,1,1,0,0,0,0
NERC17,1991,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,0,0,0,1,0,0,1,1
NERC17,1992,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NERC17,1993,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1
NERC17,1994,0,1,1,1,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
NERC17,1995,0,0,1,1,0,0,0,3,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
NERC17,1996,0,1,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0
NERC17,1997,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1
NERC17,1998,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
NERC17,1999,0,0,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2
NERC17,2000,0,1,3,1,0,1,0,0,0,0,0,1,2,0,0,0,3,0,0,0,2,0,1,0,1,2,0,0,1,0,0,0
NERC17,2001,0,0,2,3,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0
NERC17,2002,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,3
NERC17,2003,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NERC17,2004,0,1,1,0,1,0,0,0,0,1,0,0,3,1,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0
NERC17,2005,0,0,1,0,1,1,1,2,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2,1
NERC17,2006,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,2
NERC17,2007,0,1,0,5,0,0,0,0,0,1,0,0,2,0,0,0,2,1,1,1,1,0,2,1,0,0,0,1,0,0,0,0
NERC17,2008,0,1,1,0,0,2,0,2,1,1,0,1,1,1,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0
NERC17,2009,0,0,0,0,0,2,3,3,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
NERC17,2010,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,1,2,1,0,1,0,1,1,0,0,0,2,0,0,1,2
NERC17,2011,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,2
NERC17,2012,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,1,0,0,2
NERC17,2013,0,0,0,0,0,0,1,2,0,2,5,1,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,2,0,1
NERC17,2014,0,0,0,0,1,1,1,0,0,0,1,1,4,0,0,0,0,0,0,0,3,1,2,0,0,2,0,0,0,0,0,0
NERC17,2015,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,0
NERC17,2016,0,0,0,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,2,1,1
NERC17,2017,0,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,1,0
NERC17,2018,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,3,0,2,1,0,0,2,1
NERC17,2019,0,0,0,0,0,0,0,3,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,1,1,1
NERC17,2020,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3,0,0,0,1,1
NERC17,2021,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,4
NERC17,2022,0,0,0,0,0,1,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,3,0,0,0,1,2
NERC17,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,0,1,1,1
NERC17,2024,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,4
NERC18,1980,0,1,0,2,0,2,2,0,0,1,0,0,0,1,1,0,2,1,2,0,0,1,1,1,0,0,1,1,0,0,0,1
NERC18,1981,0,0,0,2,0,1,1,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0
NERC18,1982,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0
NERC18,1983,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,1,3
NERC18,1984,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0
NERC18,1985,1,0,2,1,0,1,0,0,2,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
NERC18,1986,0,0,2,1,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,2,1,0,0,2,1,0,0,0,0,0
NERC18,1987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
NERC18,1988,1,0,3,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,1,1,0,0,4,0,0,0,1
NERC18,1989,0,0,1,4,0,1,1,0,0,1,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1
NERC18,1990,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
NERC18,1991,0,0,3,3,0,0,1,0,0,0,0,0,2,1,0,0,6,1,0,0,2,0,0,0,0,0,0,0,1,0,2,1
NERC18,1992,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NERC18,1993,1,2,1,0,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,3,0,0,0,2,1,0,0,1,0,0,0
NERC18,1994,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NERC18,1995,0,0,2,0,0,0,1,0,0,2,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,2,1
NERC18,1996,0,1,1,0,0,0,0,2,1,3,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
NERC18,1997,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
NERC18,1998,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0
NERC18,1999,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,1,1,0,1,0,1
NERC18,2000,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0
NERC18,2001,1,0,3,4,1,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
NERC18,2002,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,1,2
NERC18,2003,0,1,2,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1
NERC18,2004,0,1,1,0,0,0,1,0,1,2,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0
NERC18,2005,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
NERC18,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1
NERC18,2007,0,0,1,2,0,0,0,0,0,1,1,0,1,0,1,0,1,2,1,1,0,1,2,1,0,1,0,2,0,0,0,1
NERC18,2008,0,1,0,2,0,1,1,0,1,1,0,0,4,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0
NERC18,2009,0,0,2,2,0,0,1,1,0,2,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
NERC18,2010,0,0,0,0,0,0,0,2,0,2,0,1,1,1,0,1,2,1,1,0,2,0,0,0,0,1,0,0,2,2,1,0
NERC18,2011,0,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
NERC18,2012,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
NERC18,2013,0,0,0,0,1,1,2,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
NERC18,2014,0,0,0,0,0,0,2,2,0,0,1,0,4,0,0,0,3,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0
NERC18,2015,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,1,1,0
NERC18,2016,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,2,3,0,0,1,3,1,0,0,0,1,1
NERC18,2017,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0
NERC18,2018,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,3,1,1,0,2,1
NERC18,2019,0,0,0,0,1,1,1,2,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,1,0,1
NERC18,2020,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,1,1
NERC18,2021,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,3,2,1,0,0,2
NERC18,2022,0,0,0,0,0,1,0,1,0,3,3,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,0,1
NERC18,2023,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,1,1
NERC18,2024,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,2,1
NERC2,1980,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1
NERC2,1981,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1
NERC2,1982,0,0,2,2,2,1,0,0,1,2,0,0,1,1,0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
NERC2,1983,0,3,1,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2
NERC2,1984,0,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,3
NERC2,1985,0,1,0,2,0,1,0,0,1,1,1,0,3,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1
NERC2,1986,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
NERC2,1987,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
NERC2,1988,1,0,1,2,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NERC2,1989,0,1,1,1,0,1,0,0,1,0,0,1,2,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NERC2,1990,0,0,0,1,0,1,0,0,1,1,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1
NERC2,1991,0,0,2,1,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,2,0,0,0,0,0
NERC2,1992,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,1
NERC2,1993,0,1,1,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
NERC2,1994,0,0,2,1,0,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
NERC2,1995,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,2,0,0,0,0,1,0,1
NERC2,1996,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,2
NERC2,1997,0,1,1,3,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1
NERC2,1998,0,1,2,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2
NERC2,1999,0,0,2,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NERC2,2000,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,2,0,0,0,1,0
NERC2,2001,0,1,4,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0
NERC2,2002,0,1,0,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
NERC2,2003,0,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,1,1,0,0,0,1,1,0,3,2,0,0,0,0,0,1
NERC2,2004,0,0,1,3,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0
NERC2,2005,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
NERC2,2006,0,2,0,0,1,0,0,0,1,1,2,0,2,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,2
NERC2,2007,0,3,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
NERC2,2008,0,0,1,2,1,0,2,0,0,2,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,1,2,2,0,0,0,0
NERC2,2009,0,0,0,0,0,0,1,2,1,2,0,0,2,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,2
NERC2,2010,0,0,0,0,1,0,1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NERC2,2011,0,0,0,0,0,1,1,3,0,2,0,1,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
NERC2,2012,0,0,0,0,2,0,1,1,2,2,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1
NERC2,2013,0,0,0,0,0,1,0,0,1,0,2,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
NERC2,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,2,0
NERC2,2015,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,3,1
NERC2,2016,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0
NERC2,2017,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3
NERC2,2018,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
NERC2,2019,0,0,0,0,0,0,0,1,0,2,1,1,2,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0
NERC2,2020,0,0,0,0,0,0,2,3,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,2
NERC2,2021,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,2,2
NERC2,2022,0,0,0,0,0,0,1,2,0,2,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,2,1
NERC2,2023,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,1
NERC2,2024,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4
