"perm_num","start_yr","type","NERC_ID","start_date","end_date","centroid_date","extr_temp","duration","spatial_coverage","impact","extreme_type"
1492,2022,"heat_wave","NERC2",2022-06-27,2022-06-29,2022-06-28,305.614428558377,3,40.7407407407407,1908.43015713497,"heat_dur_temp22"
1493,2022,"heat_wave","NERC2",2022-07-15,2022-07-21,2022-07-16,306.165568117106,7,61.1111111111111,6915.27080565089,"heat_dur_temp43"
1494,2022,"heat_wave","NERC2",2022-07-29,2022-08-05,2022-08-03,304.420543838375,8,66.6666666666667,7690.95671380001,"heat_dur_temp41"
1495,2022,"heat_wave","NERC2",2022-08-07,2022-08-26,2022-08-16,306.673469236155,20,74.0740740740741,24701.4359054148,"heat_dur_temp43"
1496,2022,"heat_wave","NERC2",2022-08-30,2022-09-12,2022-09-06,311.393787604059,14,94.4444444444444,28287.3413875891,"heat_dur_temp44"
1497,2022,"heat_wave","NERC2",2022-09-24,2022-09-28,2022-09-24,303.743830325209,5,40.7407407407407,2799.66914032035,"heat_dur_temp31"
1498,2023,"heat_wave","NERC2",2023-07-01,2023-07-03,2023-07-01,306.461142351537,3,77.7777777777778,3840.93321535863,"heat_dur_temp23"
1499,2023,"heat_wave","NERC2",2023-07-13,2023-08-01,2023-07-16,308.084709588458,20,83.3333333333333,30141.18264743,"heat_dur_temp44"
1500,2023,"heat_wave","NERC2",2023-08-06,2023-08-07,2023-08-06,306.353942518545,2,51.8518518518519,1695.9644093306,"heat_dur_temp13"
1501,2023,"heat_wave","NERC2",2023-08-14,2023-08-18,2023-08-16,306.913382802538,5,79.6296296296296,6734.03204175125,"heat_dur_temp33"
1502,2023,"heat_wave","NERC2",2023-08-27,2023-09-01,2023-08-28,306.675007356535,6,42.5925925925926,4261.39076889228,"heat_dur_temp43"
1503,2023,"heat_wave","NERC2",2023-09-09,2023-09-11,2023-09-09,304.177088290343,3,27.7777777777778,1181.42402419525,"heat_dur_temp21"
1504,2023,"heat_wave","NERC2",2023-10-06,2023-10-08,2023-10-06,304.71465306148,3,50,2207.197959222,"heat_dur_temp21"
1505,2023,"heat_wave","NERC2",2023-10-19,2023-10-20,2023-10-19,304.315691569317,2,27.7777777777778,795.316198295389,"heat_dur_temp11"
1506,2024,"heat_wave","NERC2",2024-06-05,2024-06-06,2024-06-05,304.378716907185,2,55.5555555555556,1597.63521190944,"heat_dur_temp11"
1507,2024,"heat_wave","NERC2",2024-06-23,2024-06-25,2024-06-23,305.668919343486,3,51.8518518518519,2437.38745343115,"heat_dur_temp22"
1508,2024,"heat_wave","NERC2",2024-06-30,2024-07-14,2024-07-06,309.602478528599,15,92.5925925925926,27225.6646230542,"heat_dur_temp44"
1509,2024,"heat_wave","NERC2",2024-07-18,2024-07-26,2024-07-23,307.591168243483,9,87.037037037037,13779.748457395,"heat_dur_temp44"
1510,2024,"heat_wave","NERC2",2024-08-01,2024-08-12,2024-08-06,306.880097499629,12,66.6666666666667,13504.0779997032,"heat_dur_temp43"
1511,2024,"heat_wave","NERC2",2024-08-20,2024-08-21,2024-08-20,305.503104143364,2,14.8148148148148,459.351233877451,"heat_dur_temp12"
1512,2024,"heat_wave","NERC2",2024-09-01,2024-09-10,2024-09-05,309.678953018454,10,75.9259259259259,14941.4272917892,"heat_dur_temp44"
1513,2024,"heat_wave","NERC2",2024-10-01,2024-10-08,2024-10-02,308.278235318216,8,75.9259259259259,11102.3355266201,"heat_dur_temp44"
1514,1980,"heat_wave","NERC11",1980-06-28,1980-06-29,1980-06-28,306.770258596109,2,83.4710743801653,2799.66300530084,"heat_dur_temp13"
1515,1980,"heat_wave","NERC11",1980-07-02,1980-07-06,1980-07-02,307.684066249588,5,92.5619834710744,8184.36123947875,"heat_dur_temp34"
1516,1980,"heat_wave","NERC11",1980-07-08,1980-07-17,1980-07-16,310.317735918389,10,100,20317.735918389,"heat_dur_temp44"
1517,1980,"heat_wave","NERC11",1980-07-20,1980-07-22,1980-07-20,306.890426409019,3,94.6280991735537,4794.92683594879,"heat_dur_temp24"
1518,1980,"heat_wave","NERC11",1980-07-31,1980-08-05,1980-07-31,309.123433132153,6,88.4297520661157,10146.4827031754,"heat_dur_temp34"
1519,1980,"heat_wave","NERC11",1980-08-08,1980-08-12,1980-08-08,308.534739741425,5,100,9267.36987071251,"heat_dur_temp34"
1520,1980,"heat_wave","NERC11",1980-08-14,1980-08-21,1980-08-21,308.414586939979,8,95.8677685950413,14122.9228762814,"heat_dur_temp44"
1521,1980,"heat_wave","NERC11",1980-09-01,1980-09-02,1980-09-01,306.295982342577,2,52.0661157024794,1696.93700426835,"heat_dur_temp13"
1522,1980,"heat_wave","NERC11",1980-09-21,1980-09-22,1980-09-22,306.204321036012,2,69.0082644628099,2236.46414298678,"heat_dur_temp13"
1523,1981,"heat_wave","NERC11",1981-06-09,1981-06-10,1981-06-09,305.816929236165,2,83.8842975206612,2653.58399581942,"heat_dur_temp13"
1524,1981,"heat_wave","NERC11",1981-06-13,1981-06-14,1981-06-14,305.39539360154,2,65.702479338843,2023.03106003707,"heat_dur_temp12"
1525,1981,"heat_wave","NERC11",1981-07-05,1981-07-10,1981-07-09,306.315926956711,6,99.5867768595041,9749.10346256367,"heat_dur_temp33"
1526,1981,"heat_wave","NERC11",1981-07-13,1981-07-21,1981-07-13,306.793355262468,9,99.5867768595041,15051.565109212,"heat_dur_temp43"
1527,1981,"heat_wave","NERC11",1981-07-25,1981-07-28,1981-07-25,306.024986665306,4,100,6409.99466612241,"heat_dur_temp33"
1528,1981,"heat_wave","NERC11",1981-08-04,1981-08-07,1981-08-05,306.51902694085,4,97.5206611570248,6443.78571576958,"heat_dur_temp33"
1529,1981,"heat_wave","NERC11",1981-09-01,1981-09-03,1981-09-01,302.199682550846,3,59.0909090909091,2162.67099764997,"heat_dur_temp21"
1530,1982,"heat_wave","NERC11",1982-06-28,1982-06-29,1982-06-29,302.149235538215,2,30.5785123966942,743.011099031331,"heat_dur_temp11"
1531,1982,"heat_wave","NERC11",1982-07-03,1982-07-11,1982-07-05,305.378397501183,9,82.2314049586777,11381.2850928176,"heat_dur_temp42"
1532,1982,"heat_wave","NERC11",1982-07-16,1982-07-23,1982-07-21,305.253033612647,8,91.3223140495868,11143.5386062644,"heat_dur_temp42"
1533,1982,"heat_wave","NERC11",1982-07-26,1982-07-28,1982-07-26,304.286284589544,3,96.2809917355372,4126.49294549225,"heat_dur_temp21"
1534,1982,"heat_wave","NERC11",1982-08-04,1982-08-06,1982-08-04,306.096504967213,3,68.5950413223141,3312.42127011243,"heat_dur_temp23"
1535,1982,"heat_wave","NERC11",1982-08-08,1982-08-09,1982-08-08,302.161661327226,2,58.6776859504132,1427.23628798851,"heat_dur_temp11"
1536,1982,"heat_wave","NERC11",1982-09-01,1982-09-02,1982-09-02,300.38338546102,2,29.3388429752066,609.273031183818,"heat_dur_temp11"
1537,1982,"heat_wave","NERC11",1982-09-13,1982-09-15,1982-09-14,303.171916880514,3,48.7603305785124,1926.80106433965,"heat_dur_temp21"
1538,1983,"heat_wave","NERC11",1983-06-27,1983-07-05,1983-07-02,304.980095824636,9,75.6198347107438,10195.1313318907,"heat_dur_temp42"
1539,1983,"heat_wave","NERC11",1983-07-13,1983-07-25,1983-07-23,307.900567373739,13,100,23270.7375858607,"heat_dur_temp44"
1540,1983,"heat_wave","NERC11",1983-07-31,1983-08-01,1983-07-31,303.262067873274,2,74.7933884297521,1983.82998765504,"heat_dur_temp11"
1541,1983,"heat_wave","NERC11",1983-08-04,1983-08-06,1983-08-06,306.162828302864,3,85.9504132231405,4167.60531445749,"heat_dur_temp23"
1542,1983,"heat_wave","NERC11",1983-08-19,1983-08-29,1983-08-20,308.436535652903,11,100,20280.1892181933,"heat_dur_temp44"
1543,1983,"heat_wave","NERC11",1983-09-05,1983-09-07,1983-09-05,303.418980217767,3,80.9917355371901,3260.47949092851,"heat_dur_temp21"
1544,1984,"heat_wave","NERC11",1984-06-18,1984-06-21,1984-06-18,304.75410160242,4,88.4297520661157,5218.80618664113,"heat_dur_temp32"
1545,1984,"heat_wave","NERC11",1984-06-23,1984-06-24,1984-06-23,303.166990567015,2,54.9586776859504,1447.28078133305,"heat_dur_temp11"
1546,1984,"heat_wave","NERC11",1984-08-09,1984-08-10,1984-08-09,303.24176687554,2,49.1735537190083,1302.2894695779,"heat_dur_temp11"
1547,1985,"heat_wave","NERC11",1985-06-10,1985-06-11,1985-06-10,304.931736589573,2,42.5619834710744,1271.04865183969,"heat_dur_temp12"
1548,1985,"heat_wave","NERC11",1985-07-13,1985-07-16,1985-07-14,305.414901817555,4,80.5785123966942,4968.43942879872,"heat_dur_temp32"
1549,1985,"heat_wave","NERC11",1985-07-20,1985-07-22,1985-07-21,305.488013961854,3,84.297520661157,3916.80353084903,"heat_dur_temp22"
1550,1985,"heat_wave","NERC11",1985-07-31,1985-08-01,1985-07-31,303.937473247966,2,76.4462809917355,2130.93599245761,"heat_dur_temp11"
1551,1985,"heat_wave","NERC11",1985-08-13,1985-08-14,1985-08-13,305.431758142031,2,77.2727272727273,2384.9080764957,"heat_dur_temp12"
1552,1985,"heat_wave","NERC11",1985-09-04,1985-09-10,1985-09-08,304.42842251923,7,83.8842975206612,8472.2266114983,"heat_dur_temp41"
1553,1986,"heat_wave","NERC11",1986-06-10,1986-06-12,1986-06-11,302.625912392651,3,90.0826446280992,3412.12673751808,"heat_dur_temp21"
1554,1986,"heat_wave","NERC11",1986-06-28,1986-07-02,1986-07-01,304.778765529991,5,77.6859504132231,5740.51223065766,"heat_dur_temp32"
1555,1986,"heat_wave","NERC11",1986-07-07,1986-07-21,1986-07-20,308.800786103246,15,100,28201.179154869,"heat_dur_temp44"
1556,1986,"heat_wave","NERC11",1986-07-25,1986-07-29,1986-07-28,307.851577133495,5,97.5206611570248,8704.4880237703,"heat_dur_temp34"
1557,1986,"heat_wave","NERC11",1986-08-16,1986-08-17,1986-08-16,302.547326506733,2,46.2809917355372,1161.40542872239,"heat_dur_temp11"
1558,1987,"heat_wave","NERC11",1987-06-15,1987-06-16,1987-06-15,303.79325705062,2,55.3719008264463,1527.51772296123,"heat_dur_temp11"
1559,1987,"heat_wave","NERC11",1987-06-19,1987-06-26,1987-06-23,304.272606648942,8,83.4710743801653,9530.79848954142,"heat_dur_temp41"
1560,1987,"heat_wave","NERC11",1987-07-01,1987-07-07,1987-07-07,304.648736865962,7,83.4710743801653,8559.22063159929,"heat_dur_temp42"
1561,1987,"heat_wave","NERC11",1987-07-09,1987-07-11,1987-07-09,304.384148704564,3,63.6363636363636,2746.06475268949,"heat_dur_temp21"
1562,1987,"heat_wave","NERC11",1987-07-21,1987-07-28,1987-07-21,306.888158334152,8,100,13510.5266673216,"heat_dur_temp43"
1563,1987,"heat_wave","NERC11",1987-07-30,1987-08-05,1987-08-03,307.139943727274,7,100,11997.9606090918,"heat_dur_temp44"
1564,1987,"heat_wave","NERC11",1987-08-08,1987-08-10,1987-08-09,306.85292724502,3,53.7190082644628,2715.96761386686,"heat_dur_temp23"
1565,1987,"heat_wave","NERC11",1987-08-13,1987-08-14,1987-08-13,304.838619604893,2,52.4793388429752,1557.44189241439,"heat_dur_temp12"
1566,1987,"heat_wave","NERC11",1987-08-17,1987-08-18,1987-08-18,304.641173195581,2,48.3471074380165,1415.71674701073,"heat_dur_temp11"
1567,1988,"heat_wave","NERC11",1988-06-22,1988-06-23,1988-06-23,307.780933632005,2,83.8842975206612,2983.08225396447,"heat_dur_temp14"
1568,1988,"heat_wave","NERC11",1988-06-25,1988-06-26,1988-06-25,307.895260773527,2,76.8595041322314,2750.84173874052,"heat_dur_temp14"
1569,1988,"heat_wave","NERC11",1988-07-09,1988-07-21,1988-07-16,309.301551264348,13,100,25092.0166436524,"heat_dur_temp44"
1570,1988,"heat_wave","NERC11",1988-07-30,1988-08-06,1988-08-02,307.982397061409,8,98.7603305785124,14207.5798270306,"heat_dur_temp44"
1571,1988,"heat_wave","NERC11",1988-08-10,1988-08-16,1988-08-16,309.204244854223,7,94.2148760330578,12665.2788377438,"heat_dur_temp44"
1572,1988,"heat_wave","NERC11",1988-08-18,1988-08-20,1988-08-18,309.638623510734,3,97.1074380165289,5721.16924589565,"heat_dur_temp24"
1573,1989,"heat_wave","NERC11",1989-06-25,1989-06-28,1989-06-25,305.968593055501,4,97.1074380165289,6202.67664139295,"heat_dur_temp33"
1574,1989,"heat_wave","NERC11",1989-07-07,1989-07-13,1989-07-09,305.249425431248,7,97.5206611570248,10409.9383522404,"heat_dur_temp42"
1575,1989,"heat_wave","NERC11",1989-07-23,1989-07-28,1989-07-28,305.026582011228,6,95.0413223140496,8568.87734524573,"heat_dur_temp32"
1576,1989,"heat_wave","NERC11",1989-07-31,1989-08-02,1989-07-31,303.431495349228,3,66.1157024793389,2664.09825108655,"heat_dur_temp21"
1577,1989,"heat_wave","NERC11",1989-08-21,1989-08-30,1989-08-23,305.706830674659,10,87.1900826446281,13694.798646087,"heat_dur_temp42"
1578,1989,"heat_wave","NERC11",1989-09-01,1989-09-02,1989-09-01,304.666703616007,2,62.8099173553719,1842.42888399427,"heat_dur_temp12"
1579,1990,"heat_wave","NERC11",1990-06-15,1990-06-18,1990-06-16,305.435145444319,4,57.0247933884298,3520.74391953062,"heat_dur_temp32"
1580,1990,"heat_wave","NERC11",1990-06-30,1990-07-01,1990-06-30,306.186461559527,2,91.7355371900827,2969.74749273967,"heat_dur_temp13"
1581,1990,"heat_wave","NERC11",1990-07-05,1990-07-06,1990-07-05,306.589512848987,2,74.7933884297521,2481.5717567493,"heat_dur_temp13"
1582,1990,"heat_wave","NERC11",1990-07-09,1990-07-12,1990-07-09,307.005287789394,4,100,6802.1151157576,"heat_dur_temp34"
1583,1990,"heat_wave","NERC11",1990-07-21,1990-07-22,1990-07-21,303.594240907853,2,51.6528925619835,1404.36373015011,"heat_dur_temp11"
1584,1990,"heat_wave","NERC11",1990-08-18,1990-08-22,1990-08-18,306.067873408777,5,99.5867768595041,8000.73861883318,"heat_dur_temp33"
1585,1990,"heat_wave","NERC11",1990-08-27,1990-08-29,1990-08-28,308.508652310653,3,88.4297520661157,4910.14660472696,"heat_dur_temp24"
1586,1990,"heat_wave","NERC11",1990-09-02,1990-09-03,1990-09-02,306.740428875699,2,65.702479338843,2199.77536465797,"heat_dur_temp13"
1587,1990,"heat_wave","NERC11",1990-09-07,1990-09-09,1990-09-07,309.177020307038,3,58.6776859504132,3375.78952512322,"heat_dur_temp24"
1588,1991,"heat_wave","NERC11",1991-05-26,1991-05-27,1991-05-26,301.076272109924,2,38.8429752066116,860.470725894922,"heat_dur_temp11"
1589,1991,"heat_wave","NERC11",1991-05-30,1991-06-04,1991-05-30,304.189238809903,6,76.8595041322314,6543.46715365773,"heat_dur_temp31"
1590,1991,"heat_wave","NERC11",1991-06-15,1991-06-16,1991-06-15,304.485575464354,2,52.4793388429752,1520.38684625864,"heat_dur_temp11"
1591,1991,"heat_wave","NERC11",1991-06-21,1991-06-22,1991-06-22,301.808231760793,2,72.7272727272727,1717.56098338807,"heat_dur_temp11"
1592,1991,"heat_wave","NERC11",1991-06-29,1991-07-04,1991-07-02,304.495245783519,6,100,8697.14747011141,"heat_dur_temp31"
1593,1991,"heat_wave","NERC11",1991-07-07,1991-07-13,1991-07-12,305.344994743206,7,95.8677685950413,10297.6328359366,"heat_dur_temp42"
1594,1991,"heat_wave","NERC11",1991-07-18,1991-07-24,1991-07-22,306.173083860125,7,100,11321.1587020875,"heat_dur_temp43"
1595,1991,"heat_wave","NERC11",1991-08-03,1991-08-04,1991-08-03,306.653983228801,2,53.305785123967,1775.50730290523,"heat_dur_temp13"
1596,1991,"heat_wave","NERC11",1991-08-07,1991-08-09,1991-08-07,306.336631676208,3,92.1487603305785,4516.20107081949,"heat_dur_temp23"
1597,1991,"heat_wave","NERC11",1991-08-28,1991-08-31,1991-08-28,303.346368164221,4,87.1900826446281,4654.68377297626,"heat_dur_temp31"
1598,1991,"heat_wave","NERC11",1991-09-16,1991-09-17,1991-09-16,305.442300586727,2,47.1074380165289,1454.8944354437,"heat_dur_temp12"
1599,1992,"heat_wave","NERC11",1992-06-17,1992-06-18,1992-06-17,304.635569535263,2,56.198347107438,1644.98963371551,"heat_dur_temp11"
1600,1992,"heat_wave","NERC11",1992-07-01,1992-07-03,1992-07-02,303.754010657901,3,36.3636363636364,1500.43752631647,"heat_dur_temp21"
1601,1992,"heat_wave","NERC11",1992-07-14,1992-07-15,1992-07-14,303.930465171019,2,71.0743801652893,1980.19835488866,"heat_dur_temp11"
1602,1992,"heat_wave","NERC11",1992-07-23,1992-07-27,1992-07-24,304.428022979857,5,95.8677685950413,6915.91184158435,"heat_dur_temp31"
1603,1992,"heat_wave","NERC11",1992-08-09,1992-08-11,1992-08-09,305.889938987816,3,83.0578512396694,3959.35256597233,"heat_dur_temp23"
1604,1992,"heat_wave","NERC11",1992-08-26,1992-08-27,1992-08-26,303.276317690259,2,51.2396694214876,1360.54825916704,"heat_dur_temp11"
1605,1993,"heat_wave","NERC11",1993-06-09,1993-06-10,1993-06-09,304.977412974832,2,52.4793388429752,1572.00946099477,"heat_dur_temp12"
1606,1993,"heat_wave","NERC11",1993-07-05,1993-07-06,1993-07-05,305.769711005875,2,60.3305785123967,1902.7915759155,"heat_dur_temp12"
1607,1993,"heat_wave","NERC11",1993-07-08,1993-07-29,1993-07-27,308.685923140668,22,100,41109.0309094696,"heat_dur_temp44"
1608,1993,"heat_wave","NERC11",1993-08-17,1993-08-18,1993-08-18,306.637908829951,2,67.3553719008265,2241.30507378679,"heat_dur_temp13"
1609,1993,"heat_wave","NERC11",1993-08-24,1993-09-03,1993-08-29,307.013141107126,11,98.7603305785124,18482.457839105,"heat_dur_temp44"
1610,1994,"heat_wave","NERC11",1994-06-14,1994-06-24,1994-06-18,305.480796784511,11,96.2809917355372,16395.5711399594,"heat_dur_temp42"
1611,1994,"heat_wave","NERC11",1994-07-03,1994-07-09,1994-07-05,304.762103427159,7,79.7520661157025,8241.15773970736,"heat_dur_temp42"
1612,1994,"heat_wave","NERC11",1994-07-13,1994-07-22,1994-07-19,304.706105511281,10,88.8429752066116,13065.3416732455,"heat_dur_temp42"
1613,1995,"heat_wave","NERC11",1995-06-09,1995-06-10,1995-06-09,305.308114115894,2,44.6280991735537,1366.34406984839,"heat_dur_temp12"
1614,1995,"heat_wave","NERC11",1995-07-11,1995-07-18,1995-07-13,307.480921346286,8,99.5867768595041,13926.948907289,"heat_dur_temp44"
1615,1995,"heat_wave","NERC11",1995-07-21,1995-07-30,1995-07-30,306.156315321325,10,97.1074380165289,15688.9838864106,"heat_dur_temp43"
1616,1995,"heat_wave","NERC11",1995-08-01,1995-08-02,1995-08-02,306.706285867386,2,68.1818181818182,2278.12989100718,"heat_dur_temp13"
1617,1995,"heat_wave","NERC11",1995-08-04,1995-08-21,1995-08-13,307.853290230803,18,100,32135.9224154454,"heat_dur_temp44"
1618,1995,"heat_wave","NERC11",1995-08-30,1995-08-31,1995-08-31,306.98442510543,2,71.4876033057851,2428.35168862759,"heat_dur_temp14"
1619,1996,"heat_wave","NERC11",1996-06-18,1996-06-20,1996-06-20,303.352985833437,3,73.1404958677686,2929.93201551862,"heat_dur_temp21"
1620,1996,"heat_wave","NERC11",1996-06-23,1996-06-25,1996-06-23,306.507392747103,3,85.1239669421488,4215.52426351638,"heat_dur_temp23"
1621,1996,"heat_wave","NERC11",1996-06-30,1996-07-02,1996-07-01,306.398850238674,3,91.3223140495868,4492.74285464499,"heat_dur_temp23"
1622,1996,"heat_wave","NERC11",1996-07-18,1996-07-20,1996-07-19,305.864003867379,3,92.9752066115702,4424.87711176893,"heat_dur_temp23"
1623,1996,"heat_wave","NERC11",1996-08-06,1996-08-08,1996-08-06,304.997353509885,3,77.2727272727273,3476.65922274607,"heat_dur_temp22"
1624,1996,"heat_wave","NERC11",1996-08-20,1996-08-22,1996-08-21,303.89593849146,3,67.3553719008265,2807.8983150099,"heat_dur_temp21"
1625,1997,"heat_wave","NERC11",1997-06-21,1997-06-22,1997-06-21,301.905083674806,2,43.3884297520661,1033.08577343358,"heat_dur_temp11"
1626,1997,"heat_wave","NERC11",1997-06-24,1997-06-26,1997-06-24,304.720458406722,3,79.3388429752066,3503.71241416193,"heat_dur_temp22"
1627,1997,"heat_wave","NERC11",1997-07-01,1997-07-03,1997-07-02,305.362547003604,3,61.9834710743802,2856.67196348008,"heat_dur_temp22"
1628,1997,"heat_wave","NERC11",1997-07-15,1997-07-16,1997-07-16,304.075322491385,2,54.1322314049587,1523.85722840615,"heat_dur_temp11"
1629,1997,"heat_wave","NERC11",1997-07-18,1997-07-24,1997-07-19,305.259485948348,7,96.2809917355372,10284.3890833701,"heat_dur_temp42"
1630,1997,"heat_wave","NERC11",1997-07-26,1997-07-29,1997-07-28,307.299892579426,4,100,6919.9570317704,"heat_dur_temp34"
1631,1997,"heat_wave","NERC11",1997-08-12,1997-08-18,1997-08-16,305.416486506053,7,95.0413223140496,10256.4228408039,"heat_dur_temp42"
1632,1998,"heat_wave","NERC11",1998-06-12,1998-06-13,1998-06-12,304.800024126419,2,48.3471074380165,1431.07671305043,"heat_dur_temp12"
1633,1998,"heat_wave","NERC11",1998-06-21,1998-06-22,1998-06-22,306.008256986251,2,43.3884297520661,1389.14626740195,"heat_dur_temp13"
1634,1998,"heat_wave","NERC11",1998-06-24,1998-06-30,1998-06-25,307.382052993726,7,98.7603305785124,12016.6010985552,"heat_dur_temp44"
1635,1998,"heat_wave","NERC11",1998-07-04,1998-07-05,1998-07-04,304.311685189017,2,62.8099173553719,1797.83152787652,"heat_dur_temp11"
1636,1998,"heat_wave","NERC11",1998-07-07,1998-07-08,1998-07-07,305.685089553833,2,66.9421487603306,2099.98719646359,"heat_dur_temp12"
1637,1998,"heat_wave","NERC11",1998-07-22,1998-07-24,1998-07-22,305.269034608696,3,76.4462809917355,3501.78273050673,"heat_dur_temp22"
1638,1998,"heat_wave","NERC11",1998-08-06,1998-08-09,1998-08-07,304.258692370362,4,64.8760330578512,3700.18959032534,"heat_dur_temp31"
1639,1999,"heat_wave","NERC11",1999-06-09,1999-06-10,1999-06-09,304.591035171169,2,78.5123966942149,2291.15428307612,"heat_dur_temp11"
1640,1999,"heat_wave","NERC11",1999-06-25,1999-06-29,1999-06-28,304.078554513627,5,88.4297520661157,6224.81542544665,"heat_dur_temp31"
1641,1999,"heat_wave","NERC11",1999-07-02,1999-07-07,1999-07-05,306.717474703816,6,98.3471074380165,9864.69168473108,"heat_dur_temp33"
1642,1999,"heat_wave","NERC11",1999-07-09,1999-07-10,1999-07-09,305.210288593608,2,57.8512396694215,1759.86810173977,"heat_dur_temp12"
1643,1999,"heat_wave","NERC11",1999-07-18,1999-08-02,1999-07-30,309.816308808145,16,100,31706.094093032,"heat_dur_temp44"
1644,1999,"heat_wave","NERC11",1999-08-12,1999-08-13,1999-08-13,308.340150568401,2,52.0661157024794,1909.80080299052,"heat_dur_temp14"
1645,2000,"heat_wave","NERC11",2000-07-04,2000-07-06,2000-07-06,306.007759644289,3,87.1900826446281,4187.15365902271,"heat_dur_temp23"
1646,2000,"heat_wave","NERC11",2000-07-11,2000-07-13,2000-07-13,305.478989527418,3,78.9256198347108,3665.06652859938,"heat_dur_temp22"
1647,2000,"heat_wave","NERC11",2000-08-06,2000-08-10,2000-08-06,307.912141210116,5,85.5371900826446,7660.77113738431,"heat_dur_temp34"
1648,2001,"heat_wave","NERC11",2001-06-14,2001-06-15,2001-06-14,304.819707467969,2,47.5206611570248,1408.48459406317,"heat_dur_temp12"
1649,2001,"heat_wave","NERC11",2001-07-08,2001-07-11,2001-07-08,307.028183223461,4,80.1652892561984,5460.27693446518,"heat_dur_temp34"
1650,2001,"heat_wave","NERC11",2001-07-19,2001-07-21,2001-07-20,304.903669404173,3,61.1570247933884,2734.39223779042,"heat_dur_temp22"
1651,2001,"heat_wave","NERC11",2001-07-24,2001-08-03,2001-07-24,306.952839059623,11,92.5619834710744,17261.0724970707,"heat_dur_temp44"
1652,2001,"heat_wave","NERC11",2001-08-06,2001-08-12,2001-08-07,305.373492553392,7,97.5206611570248,10494.6321066957,"heat_dur_temp42"
1653,2002,"heat_wave","NERC11",2002-06-04,2002-06-05,2002-06-04,305.528305281206,2,78.5123966942149,2438.32892845383,"heat_dur_temp12"
1654,2002,"heat_wave","NERC11",2002-06-26,2002-06-27,2002-06-26,302.479194764885,2,50,1247.9194764885,"heat_dur_temp11"
1655,2002,"heat_wave","NERC11",2002-06-30,2002-07-05,2002-07-05,306.142375613054,6,94.6280991735537,9165.13392245298,"heat_dur_temp33"
1656,2002,"heat_wave","NERC11",2002-07-21,2002-07-24,2002-07-21,306.001475680952,4,87.603305785124,5607.12866836666,"heat_dur_temp33"
1657,2002,"heat_wave","NERC11",2002-07-26,2002-08-06,2002-08-04,307.805124572106,12,95.8677685950413,20483.2507474145,"heat_dur_temp44"
1658,2002,"heat_wave","NERC11",2002-08-15,2002-08-17,2002-08-17,303.918283919472,3,76.4462809917355,3192.00313029213,"heat_dur_temp21"
1659,2002,"heat_wave","NERC11",2002-08-22,2002-08-24,2002-08-22,306.052872768267,3,90.0826446280992,4338.25569853166,"heat_dur_temp23"
1660,2003,"heat_wave","NERC11",2003-07-05,2003-07-06,2003-07-05,303.146476489139,2,57.0247933884298,1499.350211158,"heat_dur_temp11"
1661,2003,"heat_wave","NERC11",2003-07-08,2003-07-10,2003-07-08,305.205745939435,3,77.6859504132231,3543.81847514105,"heat_dur_temp22"
1662,2003,"heat_wave","NERC11",2003-08-02,2003-08-03,2003-08-02,302.611898666499,2,28.099173553719,708.767858943744,"heat_dur_temp11"
1663,2003,"heat_wave","NERC11",2003-08-14,2003-08-16,2003-08-15,305.225380437702,3,85.5371900826446,3907.00878174088,"heat_dur_temp22"
1664,2003,"heat_wave","NERC11",2003-08-27,2003-09-01,2003-08-29,305.177176341233,6,86.7768595041322,7902.1661941957,"heat_dur_temp32"
1665,2004,"heat_wave","NERC11",2004-06-14,2004-06-19,2004-06-17,303.503446938885,6,90.495867768595,7332.03689160947,"heat_dur_temp31"
1666,2004,"heat_wave","NERC11",2004-07-04,2004-07-07,2004-07-06,305.182475369756,4,88.4297520661157,5370.33013078972,"heat_dur_temp32"
1667,2004,"heat_wave","NERC11",2004-07-10,2004-07-14,2004-07-13,306.165875788201,5,90.0826446280992,7281.32421865252,"heat_dur_temp33"
1668,2004,"heat_wave","NERC11",2004-08-26,2004-08-28,2004-08-27,304.580776886573,3,51.2396694214876,2241.3425627294,"heat_dur_temp21"
1669,2005,"heat_wave","NERC11",2005-06-10,2005-06-11,2005-06-10,302.491930721418,2,52.4793388429752,1311.13653026453,"heat_dur_temp11"
1670,2005,"heat_wave","NERC11",2005-06-28,2005-07-01,2005-06-30,306.221639130285,4,73.9669421487603,4799.46017243142,"heat_dur_temp33"
1671,2005,"heat_wave","NERC11",2005-07-11,2005-07-12,2005-07-12,301.75087701121,2,61.1570247933884,1437.29735343725,"heat_dur_temp11"
1672,2005,"heat_wave","NERC11",2005-07-15,2005-07-27,2005-07-25,308.31450569927,13,100,23808.857409051,"heat_dur_temp44"
1673,2005,"heat_wave","NERC11",2005-08-03,2005-08-06,2005-08-03,306.244450281618,4,92.5619834710744,6014.47415385527,"heat_dur_temp33"
1674,2005,"heat_wave","NERC11",2005-08-10,2005-08-20,2005-08-20,307.864214948907,11,99.5867768595041,19569.4354667572,"heat_dur_temp44"
1675,2005,"heat_wave","NERC11",2005-08-27,2005-08-30,2005-08-28,304.134146437348,4,80.9917355371901,4578.99620119043,"heat_dur_temp31"
1676,2005,"heat_wave","NERC11",2005-09-25,2005-09-26,2005-09-25,300.644686334307,2,52.8925619834711,1126.04946346388,"heat_dur_temp11"
