Test_Idx,Baseline,Actual_+15m,Multi-RF_+15m,Multi-XGB_+15m,MLP_+15m,LSTM_+15m,Transformer_+15m,Persistent_+15m,Actual_+60m,Multi-RF_+60m,Multi-XGB_+60m,MLP_+60m,LSTM_+60m,Transformer_+60m,Persistent_+60m,Actual_+240m,Multi-RF_+240m,Multi-XGB_+240m,MLP_+240m,LSTM_+240m,Transformer_+240m,Persistent_+240m,Actual_+1440m,Multi-RF_+1440m,Multi-XGB_+1440m,MLP_+1440m,LSTM_+1440m,Transformer_+1440m,Persistent_+1440m
71636,5.578531728055555,5.60715526972222,5.578024697138878,5.578704444693745,5.579049539681751,5.58337503012665,5.580900327231962,5.578531728055555,5.604574236388888,5.57851919738504,5.580889569990564,5.580474748438451,5.59424621511646,5.5785355874563045,5.578531728055555,5.6022546280555545,5.575363973143588,5.586276193544496,5.580825590225164,5.602260094996769,5.58066427793749,5.578531728055555,5.56179816972222,5.607667941208313,5.6243050144279785,5.609801460918266,5.596774012711126,5.61743340354808,5.578531728055555
71637,5.607127111388891,5.573553161388887,5.606620080472214,5.607299828027081,5.607644923015087,5.6120987324813,5.609495770169943,5.607127111388891,5.566406761388887,5.607114580718376,5.6094849533239,5.609070131771787,5.622932184471338,5.607110586001127,5.607127111388891,5.599728453055555,5.603959356476924,5.614871576877832,5.6094209735585,5.629244158028214,5.609117608501165,5.607127111388891,5.579901461388889,5.636263324541649,5.641128122790306,5.638396844251602,5.623983483745306,5.6461084708409,5.607127111388891
71638,5.575189703055557,5.58908751138889,5.57468267213888,5.575362419693747,5.575707514681753,5.580396812320586,5.577559434720214,5.575189703055557,5.6029292863888855,5.575177172385041,5.577547544990566,5.577132723438453,5.5913432211660705,5.5751879894220195,5.575189703055557,5.57045096972222,5.57202194814359,5.582934168544497,5.577483565225165,5.599219796159204,5.577258729287323,5.575189703055557,5.552289086388889,5.604325916208315,5.62096298942798,5.606459435918268,5.594264232464965,5.614186947145399,5.575189703055557
71639,5.589466686388889,5.605056728055551,5.588959655472212,5.589639403027078,5.589984498015085,5.594929807847777,5.59183683528606,5.589466686388889,5.596532536388885,5.589454155718373,5.591824528323897,5.591409706771785,5.60598887785379,5.589456404587665,5.589466686388889,5.604704269722223,5.586298931476922,5.597211151877829,5.591760548558497,5.613860229989925,5.5914711458892015,5.589466686388889,5.57624026972222,5.618602899541647,5.622608806034961,5.6207364192516,5.609795521041789,5.628506219974199,5.589466686388889
71640,5.605779761388888,5.562932703055555,5.605272730472211,5.605952478027078,5.606297573015084,5.611263526543965,5.6081505659371516,5.605779761388888,5.562150469722219,5.605767230718373,5.608137603323897,5.607722781771784,5.622087314665308,5.6057659331113,5.605779761388888,5.590949361388887,5.602612006476921,5.6135242268778285,5.6080736235584965,5.628825886115422,5.6077540609389445,5.605779761388888,5.580783761388886,5.634915974541646,5.639780772790303,5.637049494251599,5.623405182674517,5.644856726691117,5.605779761388888
71641,5.570292244722218,5.59887696972222,5.569785213805541,5.570464961360408,5.570810056348414,5.576271059514106,5.572663980593056,5.570292244722218,5.604559761388888,5.570279714051702,5.572650086657227,5.572235265105114,5.58757283823666,5.570285062362522,5.570292244722218,5.574355611388889,5.567124489810251,5.578036710211158,5.572586106891826,5.595880891253323,5.572268436719746,5.570292244722218,5.546144678055555,5.599428457874976,5.616065531094641,5.601561977584929,5.592721412946553,5.6094879946309035,5.570292244722218
71642,5.602311553055557,5.603727594722223,5.60180452213888,5.602484269693747,5.602829364681753,5.608026018453899,5.604682789737495,5.602311553055557,5.584819361388888,5.602299022385042,5.604669394990566,5.604254573438453,5.618816015863928,5.602305294567856,5.602311553055557,5.605330844722221,5.59914379814359,5.610056018544498,5.604605415225166,5.627197773749145,5.604344667488846,5.602311553055557,5.578738778055552,5.631447766208315,5.63545367270163,5.633581285918268,5.621156515175613,5.641297256196054,5.602311553055557
71643,5.604916394722224,5.566967028055554,5.604409363805547,5.605089111360414,5.60543420634842,5.610713413484902,5.607286178540946,5.604916394722224,5.576298686388888,5.604903864051709,5.607274236657233,5.60685941510512,5.621658814173699,5.60488788880086,5.604916394722224,5.576852128055556,5.601748639810257,5.6126608602111645,5.6072102568918325,5.62884418204105,5.6067845383999355,5.604916394722224,5.580112719722223,5.634052607874982,5.638058514368296,5.636186127584935,5.623831213485957,5.6439930545506485,5.604916394722224
71644,5.566295369722223,5.604870944722222,5.565788338805546,5.566468086360413,5.566813181348419,5.572945970304584,5.568665585674619,5.566295369722223,5.607306078055551,5.566282839051707,5.568653211657232,5.568238390105119,5.584497138120508,5.566268860556459,5.566295369722223,5.588820978055555,5.563127614810256,5.574039835211163,5.568589231891831,5.593150536723709,5.568116053201532,5.566295369722223,5.550182053055558,5.595431582874981,5.612068656094646,5.597565102584934,5.5912983112114425,5.605586159237003,5.566295369722223
71645,5.602936869722221,5.595441253055554,5.602429838805544,5.603109586360411,5.603454681348417,5.608522535071138,5.60530587122998,5.602936869722221,5.572382603055551,5.602924339051706,5.60529471165723,5.604879890105117,5.618568105858181,5.602937838297699,5.602936869722221,5.606517803055553,5.599769114810254,5.6106813352111615,5.6052307318918295,5.6282371080037095,5.605073249202583,5.602936869722221,5.581097336388886,5.632073082874979,5.636078989368293,5.634206602584932,5.617492875319336,5.641633885216329,5.602936869722221
