start_date,end_date,centroid_date,lowest_temperature_k,duration_days,nerc_id,spatial_coverage
1980-01-26,1980-01-31,1980-01-28,256.732658543115,6,NERC,86.6666666666667
1980-01-26,1980-01-31,1980-01-27,256.815153403712,6,NERC,50.0
1980-02-01,1980-02-05,1980-02-02,260.959951326255,5,NERC,83.6909871244635
1980-02-01,1980-02-05,1980-02-02,265.683429473681,5,NERC,64.0495867768595
1980-02-01,1980-02-05,1980-02-01,256.530138643466,5,NERC,73.9669421487603
1980-02-02,1980-02-08,1980-02-02,274.328018588722,7,NERC,70.1754385964912
1980-02-11,1980-02-13,1980-02-12,262.191179469562,3,NERC,46.6942148760331
1980-02-29,1980-03-02,1980-02-29,246.017993365743,3,NERC,40.9282700421941
1980-02-29,1980-03-03,1980-03-01,252.403821882736,4,NERC,73.134328358209
1980-02-29,1980-03-03,1980-03-01,253.720975229971,4,NERC,91.2698412698413
1980-02-29,1980-03-03,1980-03-02,250.425888666473,4,NERC,100.0
1980-02-29,1980-03-03,1980-03-01,251.526892023983,4,NERC,93.4426229508197
1980-03-01,1980-03-03,1980-03-02,264.707198163584,3,NERC,85.8024691358025
1980-03-01,1980-03-03,1980-03-02,256.317689276639,3,NERC,45.625
1980-03-01,1980-03-04,1980-03-03,253.369277921561,4,NERC,92.5619834710744
1980-03-01,1980-03-04,1980-03-03,256.970960267018,4,NERC,96.137339055794
1980-03-01,1980-03-03,1980-03-02,266.114670468052,3,NERC,71.8085106382979
1980-03-02,1980-03-04,1980-03-03,261.346733237179,3,NERC,89.6694214876033
1980-03-30,1980-04-01,1980-04-01,269.984390847616,3,NERC,49.7777777777778
1980-04-01,1980-04-04,1980-04-03,264.511977419548,4,NERC,48.8372093023256
1980-04-13,1980-04-15,1980-04-14,272.682830462102,3,NERC,46.25
1980-04-13,1980-04-15,1980-04-14,274.498362008438,3,NERC,67.5531914893617
1980-04-14,1980-04-16,1980-04-16,271.971338510951,3,NERC,20.1342281879195
1980-05-07,1980-05-09,1980-05-08,271.723841716681,3,NERC,39.0295358649789
1980-09-27,1980-09-29,1980-09-29,274.467424892707,3,NERC,61.1940298507463
1980-10-04,1980-10-06,1980-10-06,273.596166151556,3,NERC,58.2644628099174
1980-10-29,1980-10-31,1980-10-30,273.625273065475,3,NERC,51.0638297872341
1980-11-16,1980-11-19,1980-11-18,273.162936803414,4,NERC,86.3636363636364
1980-11-18,1980-11-20,1980-11-19,272.822515696566,3,NERC,54.2553191489362
1980-11-19,1980-11-21,1980-11-20,262.604703780644,3,NERC,46.2686567164179
1980-12-06,1980-12-08,1980-12-07,274.426594060363,3,NERC,81.4814814814815
1980-12-07,1980-12-09,1980-12-07,262.564515058366,3,NERC,68.8888888888889
1980-12-20,1980-12-22,1980-12-20,250.921285808622,3,NERC,85.0746268656716
1980-12-20,1980-12-22,1980-12-21,267.976180781573,3,NERC,72.2222222222222
1980-12-20,1980-12-22,1980-12-20,255.918295524186,3,NERC,90.1639344262295
1980-12-25,1980-12-27,1980-12-26,261.796533792717,3,NERC,54.0772532188841
1980-12-25,1980-12-27,1980-12-25,266.910670825167,3,NERC,42.9752066115703
1980-12-25,1980-12-27,1980-12-25,246.638262109735,3,NERC,83.6065573770492
1981-01-03,1981-01-06,1981-01-05,245.507405071976,4,NERC,94.0298507462687
1981-01-03,1981-01-06,1981-01-04,249.933993046894,4,NERC,98.3606557377049
1981-01-03,1981-01-05,1981-01-04,251.575281666393,3,NERC,41.2698412698413
1981-01-04,1981-01-06,1981-01-05,260.485284146945,3,NERC,47.2103004291846
1981-01-08,1981-01-13,1981-01-12,248.576790728664,6,NERC,75.7936507936508
1981-01-10,1981-01-12,1981-01-12,254.448553077644,3,NERC,49.1735537190083
1981-01-11,1981-01-14,1981-01-13,269.385064752285,4,NERC,96.4912280701754
1981-01-11,1981-01-13,1981-01-12,259.938641335246,3,NERC,75.1072961373391
1981-01-11,1981-01-14,1981-01-12,247.863416568049,4,NERC,96.7213114754098
1981-01-11,1981-01-13,1981-01-12,262.646408324648,3,NERC,38.4297520661157
1981-01-11,1981-01-14,1981-01-12,247.395416876304,4,NERC,85.0746268656716
1981-02-03,1981-02-05,1981-02-03,259.937478205166,3,NERC,55.7851239669422
1981-02-03,1981-02-05,1981-02-05,252.732745175589,3,NERC,45.4365079365079
1981-02-03,1981-02-05,1981-02-03,266.592972030383,3,NERC,56.198347107438
1981-02-03,1981-02-05,1981-02-04,274.111953103757,3,NERC,85.9649122807018
1981-02-03,1981-02-06,1981-02-05,263.427440137305,4,NERC,71.2446351931331
1981-02-11,1981-02-13,1981-02-12,266.072914693472,3,NERC,84.5679012345679
1981-02-11,1981-02-13,1981-02-12,256.431153713259,3,NERC,52.4793388429752
1981-03-18,1981-03-20,1981-03-18,259.616490191658,3,NERC,83.6065573770492
1981-05-10,1981-05-12,1981-05-11,272.531902497212,3,NERC,36.0759493670886
1981-09-16,1981-09-18,1981-09-17,274.501946892758,3,NERC,49.789029535865
1981-09-29,1981-10-01,1981-09-30,274.627323556872,3,NERC,60.655737704918
1981-09-29,1981-10-01,1981-09-30,273.7278972841,3,NERC,83.5820895522388
1981-10-10,1981-10-13,1981-10-13,273.923713028822,4,NERC,42.6229508196721
1981-10-10,1981-10-13,1981-10-11,273.859008317445,4,NERC,68.6567164179105
1981-10-12,1981-10-14,1981-10-13,273.954777750796,3,NERC,59.5555555555556
1981-10-22,1981-10-24,1981-10-24,267.264382163963,3,NERC,23.8396624472574
