water_year,month,cal_year,cal_month,mean_flow_cfs,volume_kcfs_days
1981,Mar,1981,3,122345.0,3792.695
1981,Apr,1981,4,163902.0,4917.06
1981,May,1981,5,410526.0,12726.306
1981,Jun,1981,6,445850.0,13375.5
1981,Jul,1981,7,292422.0,9065.082
1981,Aug,1981,8,157949.0,4896.419
1981,Sep,1981,9,87087.0,2612.61
1982,Oct,1981,10,80856.0,2506.536
1982,Nov,1981,11,90741.0,2722.23
1982,Dec,1981,12,99552.0,3086.112
1982,Jan,1982,1,89672.0,2779.832
1982,Feb,1982,2,208805.0,5846.54
1982,Mar,1982,3,194210.0,6020.51
1982,Apr,1982,4,217398.0,6521.94
1982,May,1982,5,475875.0,14752.125
1982,Jun,1982,6,654901.0,19647.03
1982,Jul,1982,7,365772.0,11338.932
1982,Aug,1982,8,167774.0,5200.994
1982,Sep,1982,9,115563.0,3466.89
1983,Oct,1982,10,98528.0,3054.368
1983,Nov,1982,11,89212.0,2676.36
1983,Dec,1982,12,103620.0,3212.22
1983,Jan,1983,1,130240.0,4037.44
1983,Feb,1983,2,153554.0,4299.512
1983,Mar,1983,3,256502.0,7951.562
1983,Apr,1983,4,245546.0,7366.38
1983,May,1983,5,431976.0,13391.256
1983,Jun,1983,6,494264.0,14827.92
1983,Jul,1983,7,306183.0,9491.673
1983,Aug,1983,8,159691.0,4950.421
1983,Sep,1983,9,95087.0,2852.61
1984,Oct,1983,10,74381.0,2305.811
1984,Nov,1983,11,131159.0,3934.77
1984,Dec,1983,12,99012.0,3069.372
1984,Jan,1984,1,145344.0,4505.664
1984,Feb,1984,2,128563.0,3728.327
1984,Mar,1984,3,201215.0,6237.665
1984,Apr,1984,4,280112.0,8403.36
1984,May,1984,5,361029.0,11191.899
1984,Jun,1984,6,584057.0,17521.71
1984,Jul,1984,7,315146.0,9769.526
1984,Aug,1984,8,153424.0,4756.144
1984,Sep,1984,9,98871.0,2966.13
1985,Oct,1984,10,83636.0,2592.716
1985,Nov,1984,11,100009.0,3000.27
1985,Dec,1984,12,84233.0,2611.223
1985,Jan,1985,1,81279.0,2519.649
1985,Feb,1985,2,78826.0,2207.128
1985,Mar,1985,3,100406.0,3112.586
1985,Apr,1985,4,244854.0,7345.62
1985,May,1985,5,417780.0,12951.18
1985,Jun,1985,6,373491.0,11204.73
1985,Jul,1985,7,168855.0,5234.505
1985,Aug,1985,8,97715.0,3029.165
1985,Sep,1985,9,96751.0,2902.53
1986,Oct,1985,10,94786.0,2938.366
1986,Nov,1985,11,111715.0,3351.45
1986,Dec,1985,12,67976.0,2107.256
1986,Jan,1986,1,81220.0,2517.82
1986,Feb,1986,2,170034.0,4760.952
1986,Mar,1986,3,278102.0,8621.162
1986,Apr,1986,4,269168.0,8075.04
1986,May,1986,5,362070.0,11224.17
1986,Jun,1986,6,488373.0,14651.19
1986,Jul,1986,7,206626.0,6405.406
1986,Aug,1986,8,115995.0,3595.845
1986,Sep,1986,9,84171.0,2525.13
1987,Oct,1986,10,80515.0,2495.965
1987,Nov,1986,11,95812.0,2874.36
1987,Dec,1986,12,82018.0,2542.558
1987,Jan,1987,1,72115.0,2235.565
1987,Feb,1987,2,82661.0,2314.508
1987,Mar,1987,3,145019.0,4495.589
1987,Apr,1987,4,184188.0,5525.64
1987,May,1987,5,381401.0,11823.431
1987,Jun,1987,6,259684.0,7790.52
1987,Jul,1987,7,152794.0,4736.614
1987,Aug,1987,8,96452.0,2990.012
1987,Sep,1987,9,67856.0,2035.68
1988,Oct,1987,10,49235.0,1526.285
1988,Nov,1987,11,54077.0,1622.31
1988,Dec,1987,12,62055.0,1923.705
1988,Jan,1988,1,57651.0,1787.181
1988,Feb,1988,2,62010.0,1798.29
1988,Mar,1988,3,82544.0,2558.864
1988,Apr,1988,4,208269.0,6248.07
1988,May,1988,5,317897.0,9854.807
1988,Jun,1988,6,324460.0,9733.8
1988,Jul,1988,7,166861.0,5172.691
1988,Aug,1988,8,97001.0,3007.031
1988,Sep,1988,9,61064.0,1831.92
1989,Oct,1988,10,73660.0,2283.46
1989,Nov,1988,11,89001.0,2670.03
1989,Dec,1988,12,68106.0,2111.286
1989,Jan,1989,1,72306.0,2241.486
1989,Feb,1989,2,66706.0,1867.768
1989,Mar,1989,3,139385.0,4320.935
1989,Apr,1989,4,268222.0,8046.66
1989,May,1989,5,389348.0,12069.788
1989,Jun,1989,6,389847.0,11695.41
1989,Jul,1989,7,183748.0,5696.188
1989,Aug,1989,8,125369.0,3886.439
1989,Sep,1989,9,84030.0,2520.9
1990,Oct,1989,10,72722.0,2254.382
1990,Nov,1989,11,118805.0,3564.15
1990,Dec,1989,12,102118.0,3165.658
1990,Jan,1990,1,102106.0,3165.286
1990,Feb,1990,2,87872.0,2460.416
1990,Mar,1990,3,110354.0,3420.974
1990,Apr,1990,4,272617.0,8178.51
1990,May,1990,5,321196.0,9957.076
1990,Jun,1990,6,506128.0,15183.84
1990,Jul,1990,7,283094.0,8775.914
1990,Aug,1990,8,143624.0,4452.344
1990,Sep,1990,9,83165.0,2494.95
1991,Oct,1990,10,79049.0,2450.519
1991,Nov,1990,11,153973.0,4619.19
1991,Dec,1990,12,112057.0,3473.767
1991,Jan,1991,1,105512.0,3270.872
1991,Feb,1991,2,138571.0,3879.988
1991,Mar,1991,3,123766.0,3836.746
1991,Apr,1991,4,204796.0,6143.88
1991,May,1991,5,433934.0,13451.954
1991,Jun,1991,6,482745.0,14482.35
1991,Jul,1991,7,347743.0,10780.033
1991,Aug,1991,8,167987.0,5207.597
1991,Sep,1991,9,87933.0,2637.99
1992,Oct,1991,10,65279.0,2023.649
1992,Nov,1991,11,74754.0,2242.62
1992,Dec,1991,12,79526.0,2465.306
1992,Jan,1992,1,69950.0,2168.45
1992,Feb,1992,2,101044.0,2930.276
1992,Mar,1992,3,122799.0,3806.769
1992,Apr,1992,4,166902.0,5007.06
1992,May,1992,5,306866.0,9512.846
1992,Jun,1992,6,261039.0,7831.17
1992,Jul,1992,7,151799.0,4705.769
1992,Aug,1992,8,90514.0,2805.934
1992,Sep,1992,9,60182.0,1805.46
1993,Oct,1992,10,68196.0,2114.076
1993,Nov,1992,11,71614.0,2148.42
1993,Dec,1992,12,60447.0,1873.857
1993,Jan,1993,1,61999.0,1921.969
1993,Feb,1993,2,62797.0,1758.316
1993,Mar,1993,3,133707.0,4144.917
1993,Apr,1993,4,196870.0,5906.1
1993,May,1993,5,471957.0,14630.667
1993,Jun,1993,6,321455.0,9643.65
1993,Jul,1993,7,200232.0,6207.192
1993,Aug,1993,8,136855.0,4242.505
1993,Sep,1993,9,85425.0,2562.75
1994,Oct,1993,10,67891.0,2104.621
1994,Nov,1993,11,59952.0,1798.56
1994,Dec,1993,12,64231.0,1991.161
1994,Jan,1994,1,71700.0,2222.7
1994,Feb,1994,2,58461.0,1636.908
1994,Mar,1994,3,97926.0,3035.706
1994,Apr,1994,4,218496.0,6554.88
1994,May,1994,5,333078.0,10325.418
1994,Jun,1994,6,275335.0,8260.05
1994,Jul,1994,7,170594.0,5288.414
1994,Aug,1994,8,91538.0,2837.678
1994,Sep,1994,9,57561.0,1726.83
1995,Oct,1994,10,53143.0,1647.433
1995,Nov,1994,11,59826.0,1794.78
1995,Dec,1994,12,70109.0,2173.379
1995,Jan,1995,1,91302.0,2830.362
1995,Feb,1995,2,175384.0,4910.752
1995,Mar,1995,3,178218.0,5524.758
1995,Apr,1995,4,173676.0,5210.28
1995,May,1995,5,381010.0,11811.31
1995,Jun,1995,6,479736.0,14392.08
1995,Jul,1995,7,243192.0,7538.952
1995,Aug,1995,8,131940.0,4090.14
1995,Sep,1995,9,87352.0,2620.56
1996,Oct,1995,10,103039.0,3194.209
1996,Nov,1995,11,160074.0,4802.22
1996,Dec,1995,12,235733.0,7307.723
1996,Jan,1996,1,158848.0,4924.288
1996,Feb,1996,2,275564.0,7991.356
1996,Mar,1996,3,190786.0,5914.366
1996,Apr,1996,4,339005.0,10170.15
1996,May,1996,5,432354.0,13402.974
1996,Jun,1996,6,571934.0,17158.02
1996,Jul,1996,7,333969.0,10353.039
1996,Aug,1996,8,146116.0,4529.596
1996,Sep,1996,9,91433.0,2742.99
1997,Oct,1996,10,82175.0,2547.425
1997,Nov,1996,11,89170.0,2675.1
1997,Dec,1996,12,110301.0,3419.331
1997,Jan,1997,1,191203.0,5927.293
1997,Feb,1997,2,153362.0,4294.136
1997,Mar,1997,3,223823.0,6938.513
1997,Apr,1997,4,328377.0,9851.31
1997,May,1997,5,684563.0,21221.453
1997,Jun,1997,6,704617.0,21138.51
1997,Jul,1997,7,323301.0,10022.331
1997,Aug,1997,8,160002.0,4960.062
1997,Sep,1997,9,120451.0,3613.53
1998,Oct,1997,10,137506.0,4262.686
1998,Nov,1997,11,121753.0,3652.59
1998,Dec,1997,12,94240.0,2921.44
1998,Jan,1998,1,105988.0,3285.628
1998,Feb,1998,2,116337.0,3257.436
1998,Mar,1998,3,148120.0,4591.72
1998,Apr,1998,4,208860.0,6265.8
1998,May,1998,5,537296.0,16656.176
1998,Jun,1998,6,390145.0,11704.35
1998,Jul,1998,7,223771.0,6936.901
1998,Aug,1998,8,121197.0,3757.107
1998,Sep,1998,9,82923.0,2487.69
1999,Oct,1998,10,65070.0,2017.17
1999,Nov,1998,11,80499.0,2414.97
1999,Dec,1998,12,104621.0,3243.251
1999,Jan,1999,1,136263.0,4224.153
1999,Feb,1999,2,121705.0,3407.74
1999,Mar,1999,3,192402.0,5964.462
1999,Apr,1999,4,249329.0,7479.87
1999,May,1999,5,411287.0,12749.897
1999,Jun,1999,6,605066.0,18151.98
1999,Jul,1999,7,359172.0,11134.332
1999,Aug,1999,8,205768.0,6378.808
1999,Sep,1999,9,93958.0,2818.74
2000,Oct,1999,10,77025.0,2387.775
2000,Nov,1999,11,144682.0,4340.46
2000,Dec,1999,12,124436.0,3857.516
2000,Jan,2000,1,103551.0,3210.081
2000,Feb,2000,2,118202.0,3427.858
2000,Mar,2000,3,145327.0,4505.137
2000,Apr,2000,4,283351.0,8500.53
2000,May,2000,5,373111.0,11566.441
2000,Jun,2000,6,382670.0,11480.1
2000,Jul,2000,7,251714.0,7803.134
2000,Aug,2000,8,119629.0,3708.499
2000,Sep,2000,9,82900.0,2487.0
2001,Oct,2000,10,81056.0,2512.736
2001,Nov,2000,11,67824.0,2034.72
2001,Dec,2000,12,59115.0,1832.565
2001,Jan,2001,1,59769.0,1852.839
2001,Feb,2001,2,61207.0,1713.796
2001,Mar,2001,3,76878.0,2383.218
2001,Apr,2001,4,97963.0,2938.89
2001,May,2001,5,282217.0,8748.727
2001,Jun,2001,6,240447.0,7213.41
2001,Jul,2001,7,151545.0,4697.895
2001,Aug,2001,8,94996.0,2944.876
2001,Sep,2001,9,57271.0,1718.13
2002,Oct,2001,10,53632.0,1662.592
2002,Nov,2001,11,82496.0,2474.88
2002,Dec,2001,12,73776.0,2287.056
2002,Jan,2002,1,96752.0,2999.312
2002,Feb,2002,2,83549.0,2339.372
2002,Mar,2002,3,101890.0,3158.59
2002,Apr,2002,4,231370.0,6941.1
2002,May,2002,5,353402.0,10955.462
2002,Jun,2002,6,578959.0,17368.77
2002,Jul,2002,7,297044.0,9208.364
2002,Aug,2002,8,103064.0,3194.984
2002,Sep,2002,9,73189.0,2195.67
2003,Oct,2002,10,56777.0,1760.087
2003,Nov,2002,11,57643.0,1729.29
2003,Dec,2002,12,62403.0,1934.493
2003,Jan,2003,1,80738.0,2502.878
2003,Feb,2003,2,111969.0,3135.132
2003,Mar,2003,3,145879.0,4522.249
2003,Apr,2003,4,212458.0,6373.74
2003,May,2003,5,315793.0,9789.583
2003,Jun,2003,6,436175.0,13085.25
2003,Jul,2003,7,170107.0,5273.317
2003,Aug,2003,8,93588.0,2901.228
2003,Sep,2003,9,63739.0,1912.17
2004,Oct,2003,10,93360.0,2894.16
2004,Nov,2003,11,79206.0,2376.18
2004,Dec,2003,12,74794.0,2318.614
2004,Jan,2004,1,68794.0,2132.614
2004,Feb,2004,2,87140.0,2527.06
2004,Mar,2004,3,124680.0,3865.08
2004,Apr,2004,4,222730.0,6681.9
2004,May,2004,5,338280.0,10486.68
2004,Jun,2004,6,338560.0,10156.8
2004,Jul,2004,7,181695.0,5632.545
2004,Aug,2004,8,117603.0,3645.693
2004,Sep,2004,9,116911.0,3507.33
2005,Oct,2004,10,93957.0,2912.667
2005,Nov,2004,11,96114.0,2883.42
2005,Dec,2004,12,107102.0,3320.162
2005,Jan,2005,1,113569.0,3520.639
2005,Feb,2005,2,105344.0,2949.632
2005,Mar,2005,3,101866.0,3157.846
2005,Apr,2005,4,165823.0,4974.69
2005,May,2005,5,345893.0,10722.683
2005,Jun,2005,6,318486.0,9554.58
2005,Jul,2005,7,188133.0,5832.123
2005,Aug,2005,8,90356.0,2801.036
2005,Sep,2005,9,64069.0,1922.07
2006,Oct,2005,10,102277.0,3170.587
2006,Nov,2005,11,88629.0,2658.87
2006,Dec,2005,12,82341.0,2552.571
2006,Jan,2006,1,151789.0,4705.459
2006,Feb,2006,2,105986.0,2967.608
2006,Mar,2006,3,126227.0,3913.037
2006,Apr,2006,4,293874.0,8816.22
2006,May,2006,5,552547.0,17128.957
2006,Jun,2006,6,472677.0,14180.31
2006,Jul,2006,7,191957.0,5950.667
2006,Aug,2006,8,89810.0,2784.11
2006,Sep,2006,9,63438.0,1903.14
2007,Oct,2006,10,56562.0,1753.422
2007,Nov,2006,11,130978.0,3929.34
2007,Dec,2006,12,93362.0,2894.222
2007,Jan,2007,1,92617.0,2871.127
2007,Feb,2007,2,97273.0,2723.644
2007,Mar,2007,3,200408.0,6212.648
2007,Apr,2007,4,212955.0,6388.65
2007,May,2007,5,379011.0,11749.341
2007,Jun,2007,6,382047.0,11461.41
2007,Jul,2007,7,224721.0,6966.351
2007,Aug,2007,8,89262.0,2767.122
2007,Sep,2007,9,60150.0,1804.5
2008,Oct,2007,10,76197.0,2362.107
2008,Nov,2007,11,79533.0,2385.99
2008,Dec,2007,12,82681.0,2563.111
2008,Jan,2008,1,70041.0,2171.271
2008,Feb,2008,2,74386.0,2157.194
2008,Mar,2008,3,99230.0,3076.13
2008,Apr,2008,4,114431.0,3432.93
2008,May,2008,5,501429.0,15544.299
2008,Jun,2008,6,522940.0,15688.2
2008,Jul,2008,7,263161.0,8157.991
2008,Aug,2008,8,125044.0,3876.364
2008,Sep,2008,9,79078.0,2372.34
2009,Oct,2008,10,74165.0,2299.115
2009,Nov,2008,11,105384.0,3161.52
2009,Dec,2008,12,76254.0,2363.874
2009,Jan,2009,1,114700.0,3555.7
2009,Feb,2009,2,79554.0,2227.512
2009,Mar,2009,3,116704.0,3617.824
2009,Apr,2009,4,212171.0,6365.13
2009,May,2009,5,369904.0,11467.024
2009,Jun,2009,6,434795.0,13043.85
2009,Jul,2009,7,192076.0,5954.356
2009,Aug,2009,8,113296.0,3512.176
2009,Sep,2009,9,75343.0,2260.29
2010,Oct,2009,10,62796.0,1946.676
2010,Nov,2009,11,80887.0,2426.61
2010,Dec,2009,12,66249.0,2053.719
2010,Jan,2010,1,81532.0,2527.492
2010,Feb,2010,2,77689.0,2175.292
2010,Mar,2010,3,87121.0,2700.751
2010,Apr,2010,4,157821.0,4734.63
2010,May,2010,5,276217.0,8562.727
2010,Jun,2010,6,484951.0,14548.53
2010,Jul,2010,7,228341.0,7078.571
2010,Aug,2010,8,113591.0,3521.321
2010,Sep,2010,9,84741.0,2542.23
2011,Oct,2010,10,86696.0,2687.576
2011,Nov,2010,11,95315.0,2859.45
2011,Dec,2010,12,102652.0,3182.212
2011,Jan,2011,1,152844.0,4738.164
2011,Feb,2011,2,115097.0,3222.716
2011,Mar,2011,3,154769.0,4797.839
2011,Apr,2011,4,243213.0,7296.39
2011,May,2011,5,509969.0,15809.039
2011,Jun,2011,6,718086.0,21542.58
2011,Jul,2011,7,440496.0,13655.376
2011,Aug,2011,8,163042.0,5054.302
2011,Sep,2011,9,87565.0,2626.95
2012,Oct,2011,10,91460.0,2835.26
2012,Nov,2011,11,83386.0,2501.58
2012,Dec,2011,12,76606.0,2374.786
2012,Jan,2012,1,96021.0,2976.651
2012,Feb,2012,2,98608.0,2859.632
2012,Mar,2012,3,152615.0,4731.065
2012,Apr,2012,4,342883.0,10286.49
2012,May,2012,5,471268.0,14609.308
2012,Jun,2012,6,590160.0,17704.8
2012,Jul,2012,7,395835.0,12270.885
2012,Aug,2012,8,142544.0,4418.864
2012,Sep,2012,9,71354.0,2140.62
2013,Oct,2012,10,78995.0,2448.845
2013,Nov,2012,11,123844.0,3715.32
2013,Dec,2012,12,130538.0,4046.678
2013,Jan,2013,1,86266.0,2674.246
2013,Feb,2013,2,93557.0,2619.596
2013,Mar,2013,3,129570.0,4016.67
2013,Apr,2013,4,221815.0,6654.45
2013,May,2013,5,441766.0,13694.746
2013,Jun,2013,6,405265.0,12157.95
2013,Jul,2013,7,226211.0,7012.541
2013,Aug,2013,8,111062.0,3442.922
2013,Sep,2013,9,93940.0,2818.2
2014,Oct,2013,10,86401.0,2678.431
2014,Nov,2013,11,74767.0,2243.01
2014,Dec,2013,12,70216.0,2176.696
2014,Jan,2014,1,71969.0,2231.039
2014,Feb,2014,2,84050.0,2353.4
2014,Mar,2014,3,186974.0,5796.194
2014,Apr,2014,4,209940.0,6298.2
2014,May,2014,5,472809.0,14657.079
2014,Jun,2014,6,463186.0,13895.58
2014,Jul,2014,7,258587.0,8016.197
2014,Aug,2014,8,114171.0,3539.301
2014,Sep,2014,9,77322.0,2319.66
2015,Oct,2014,10,78993.0,2448.783
2015,Nov,2014,11,109068.0,3272.04
2015,Dec,2014,12,124269.0,3852.339
2015,Jan,2015,1,120798.0,3744.738
2015,Feb,2015,2,206728.0,5788.384
2015,Mar,2015,3,195620.0,6064.22
2015,Apr,2015,4,192399.0,5771.97
2015,May,2015,5,279114.0,8652.534
2015,Jun,2015,6,271503.0,8145.09
2015,Jul,2015,7,123113.0,3816.503
2015,Aug,2015,8,73639.0,2282.809
2015,Sep,2015,9,83872.0,2516.16
2016,Oct,2015,10,65248.0,2022.688
2016,Nov,2015,11,89427.0,2682.81
2016,Dec,2015,12,102396.0,3174.276
2016,Jan,2016,1,86651.0,2686.181
2016,Feb,2016,2,138794.0,4025.026
2016,Mar,2016,3,191978.0,5951.318
2016,Apr,2016,4,349912.0,10497.36
2016,May,2016,5,406816.0,12611.296
2016,Jun,2016,6,281061.0,8431.83
2016,Jul,2016,7,162337.0,5032.447
2016,Aug,2016,8,91067.0,2823.077
2016,Sep,2016,9,69157.0,2074.71
2017,Oct,2016,10,116682.0,3617.142
2017,Nov,2016,11,159224.0,4776.72
2017,Dec,2016,12,91704.0,2842.824
2017,Jan,2017,1,77096.0,2389.976
2017,Feb,2017,2,158607.0,4440.996
2017,Mar,2017,3,331427.0,10274.237
2017,Apr,2017,4,361243.0,10837.29
2017,May,2017,5,565648.0,17535.088
2017,Jun,2017,6,557555.0,16726.65
2017,Jul,2017,7,214864.0,6660.784
2017,Aug,2017,8,103054.0,3194.674
2017,Sep,2017,9,71659.0,2149.77
2018,Oct,2017,10,69600.0,2157.6
2018,Nov,2017,11,100997.0,3029.91
2018,Dec,2017,12,94791.0,2938.521
2018,Jan,2018,1,122534.0,3798.554
2018,Feb,2018,2,149706.0,4191.768
2018,Mar,2018,3,131719.0,4083.289
2018,Apr,2018,4,258389.0,7751.67
2018,May,2018,5,727652.0,22557.212
2018,Jun,2018,6,397154.0,11914.62
2018,Jul,2018,7,181673.0,5631.863
2018,Aug,2018,8,93053.0,2884.643
2018,Sep,2018,9,74560.0,2236.8
